date,direction,signal_time,entry_time,entry,stop,target,risk_points,poc,vah,val,relative_volume,exit_time,exit_reason,net_r
2020-04-08T00:00:00-04:00,1,2020-04-08T09:30:00-04:00,2020-04-08T10:30:00-04:00,8103.93,7720.535,8679.022500000001,383.39500000000044,8043.8384375000005,8071.774375,7989.436875,0.9250237266687757,2020-04-08T15:59:00-04:00,session_close,0.28761460112938436
2020-04-09T00:00:00-04:00,1,2020-04-09T09:30:00-04:00,2020-04-09T10:45:00-04:00,8227.51,7844.115,8802.6025,383.39500000000044,8176.395781249999,8220.6040625,8145.28625,0.91426763682379,2020-04-09T15:59:00-04:00,session_close,-0.00474706242908673
2020-04-13T00:00:00-04:00,1,2020-04-13T09:30:00-04:00,2020-04-13T10:15:00-04:00,8218.0,7834.605,8793.0925,383.39500000000044,8131.321875,8149.89125,8095.87125,0.8687124327744384,2020-04-13T15:59:00-04:00,session_close,0.2611927646422079
2020-04-21T00:00:00-04:00,-1,2020-04-21T09:30:00-04:00,2020-04-21T10:15:00-04:00,8554.13,8810.204999999998,8170.017500000001,256.0749999999989,8658.630859375,8701.6159375,8613.040625000001,1.2407108239095315,2020-04-21T15:59:00-04:00,session_close,0.6126720687298647
2020-04-24T00:00:00-04:00,1,2020-04-24T10:00:00-04:00,2020-04-24T10:30:00-04:00,8644.28,8403.665,9005.2025,240.61499999999978,8544.36765625,8608.5446875,8510.2309375,1.2447665056360708,2020-04-24T15:59:00-04:00,session_close,0.5523762026473826
2020-04-28T00:00:00-04:00,-1,2020-04-28T10:15:00-04:00,2020-04-28T10:45:00-04:00,8752.0,8961.425000000001,8437.8625,209.4250000000011,8832.1303125,8917.50375,8786.16,1.2875318066157762,2020-04-28T15:59:00-04:00,session_close,0.3448489912856582
2020-04-29T00:00:00-04:00,1,2020-04-29T09:30:00-04:00,2020-04-29T10:00:00-04:00,8903.16,8693.734999999999,9217.2975,209.4250000000011,8838.77234375,8863.445,8797.65125,1.1777003484320558,2020-04-29T15:59:00-04:00,session_close,0.3179181091082707
2020-05-05T00:00:00-04:00,1,2020-05-05T09:30:00-04:00,2020-05-05T10:00:00-04:00,8967.66,8763.775,9273.4875,203.88500000000022,8915.760312499999,8929.300625,8862.640625,0.8121410992616899,2020-05-05T15:59:00-04:00,session_close,-0.2116879613507605
2020-05-06T00:00:00-04:00,1,2020-05-06T09:30:00-04:00,2020-05-06T10:45:00-04:00,9030.3,8827.625,9334.312499999998,202.67499999999927,8988.307656250001,9015.9615625,8940.169375,0.904019688269073,2020-05-06T15:59:00-04:00,session_close,-0.2576538793635107
2020-05-13T00:00:00-04:00,1,2020-05-13T10:00:00-04:00,2020-05-13T10:30:00-04:00,9184.65,8989.32,9477.645,195.32999999999993,9125.47625,9132.119999999999,9039.1075,1.0893939393939394,2020-05-13T11:55:00-04:00,stop,-1.010239082578201
2020-05-19T00:00:00-04:00,1,2020-05-19T09:30:00-04:00,2020-05-19T10:00:00-04:00,9377.08,9174.095000000001,9681.557499999999,202.98499999999876,9335.021015625,9351.568125,9320.420624999999,1.0140010770059236,2020-05-19T15:59:00-04:00,session_close,-0.41574500578860474
2020-05-26T00:00:00-04:00,-1,2020-05-26T09:30:00-04:00,2020-05-26T10:00:00-04:00,9501.68,9700.595000000001,9203.307499999999,198.91500000000087,9588.14625,9605.9425,9553.3275,0.85722130697419,2020-05-26T15:59:00-04:00,session_close,0.5404821154764585
2020-05-28T00:00:00-04:00,1,2020-05-28T09:30:00-04:00,2020-05-28T10:15:00-04:00,9470.95,9268.275000000001,9774.9625,202.67499999999927,9422.984921874999,9446.760156249999,9371.680468749999,1.1633466135458168,2020-05-28T15:59:00-04:00,session_close,-0.2672258542000743
2020-06-08T00:00:00-04:00,-1,2020-06-08T09:30:00-04:00,2020-06-08T10:00:00-04:00,9785.55,9979.15,9495.149999999998,193.60000000000036,9840.357578125,9857.80484375,9814.535625,0.9771121785815202,2020-06-08T15:59:00-04:00,session_close,-0.5989669421487641
2020-06-10T00:00:00-04:00,1,2020-06-10T09:30:00-04:00,2020-06-10T10:45:00-04:00,10059.2,9870.150000000001,10342.775,189.04999999999927,10009.355859375,10015.63125,9986.34609375,0.8911888111888112,2020-06-10T15:59:00-04:00,session_close,0.14990743189632508
2020-06-15T00:00:00-04:00,1,2020-06-15T09:45:00-04:00,2020-06-15T10:15:00-04:00,9613.73,9427.119999999999,9893.645,186.61000000000058,9563.47703125,9592.039687499999,9481.149374999999,1.2136033626289644,2020-06-15T15:59:00-04:00,session_close,0.8675312148330783
2020-06-19T00:00:00-04:00,1,2020-06-19T10:00:00-04:00,2020-06-19T11:15:00-04:00,10101.95,9926.185000000001,10365.5975,175.76499999999942,10018.022734375,10073.68875,9994.74421875,0.6797385620915033,2020-06-19T15:59:00-04:00,session_close,-0.5777031832276119
2020-06-22T00:00:00-04:00,1,2020-06-22T09:45:00-04:00,2020-06-22T10:15:00-04:00,10058.91,9874.380000000001,10335.704999999998,184.52999999999884,9980.54140625,10027.8725,9966.470000000001,0.9627942293090357,2020-06-22T15:59:00-04:00,session_close,0.3547390668184109
2020-06-23T00:00:00-04:00,1,2020-06-23T10:15:00-04:00,2020-06-23T11:15:00-04:00,10243.0,10058.470000000001,10519.794999999998,184.52999999999884,10205.99765625,10215.05,10120.905625,0.7042139384116693,2020-06-23T15:59:00-04:00,session_close,-0.20088874437760768
2020-06-30T00:00:00-04:00,1,2020-06-30T09:30:00-04:00,2020-06-30T10:00:00-04:00,10033.1,9843.970000000001,10316.794999999998,189.1299999999992,9982.9196875,10013.75875,9968.528124999999,0.9472764346053015,2020-06-30T15:59:00-04:00,session_close,0.5629461217152213
2020-07-01T00:00:00-04:00,1,2020-07-01T09:30:00-04:00,2020-07-01T10:15:00-04:00,10191.03,9989.530000000002,10493.279999999999,201.49999999999818,10145.084374999999,10161.162499999999,10130.2925,1.0288377512379843,2020-07-01T15:59:00-04:00,session_close,0.401339950372207
2020-07-07T00:00:00-04:00,1,2020-07-07T09:30:00-04:00,2020-07-07T10:15:00-04:00,10657.93,10456.43,10960.18,201.5,10559.07625,10616.7575,10549.637499999999,1.000873871249636,2020-07-07T15:59:00-04:00,session_close,-0.6603473945409404
2020-07-10T00:00:00-04:00,1,2020-07-10T10:15:00-04:00,2020-07-10T10:45:00-04:00,10733.1,10521.170000000002,11050.994999999999,211.92999999999847,10715.286171875001,10722.7596875,10671.27546875,1.1298495645288995,2020-07-10T15:59:00-04:00,session_close,0.45793422356438435
2020-07-15T00:00:00-04:00,1,2020-07-15T09:30:00-04:00,2020-07-15T10:30:00-04:00,10746.25,10538.635000000002,11057.672499999997,207.61499999999796,10725.31765625,10736.087187500001,10698.752812499999,1.3617144512018535,2020-07-15T15:59:00-04:00,session_close,-0.24921128049514865
2020-07-16T00:00:00-04:00,-1,2020-07-16T10:00:00-04:00,2020-07-16T11:00:00-04:00,10520.4,10728.015,10208.9775,207.61499999999978,10601.91578125,10643.905,10553.7059375,1.2862266857962696,2020-07-16T15:59:00-04:00,session_close,-0.49688124653806304
2020-07-28T00:00:00-04:00,-1,2020-07-28T09:30:00-04:00,2020-07-28T10:00:00-04:00,10596.36,10809.395,10276.8075,213.03499999999985,10705.206953125,10735.82609375,10637.84484375,1.0677411231427851,2020-07-28T15:59:00-04:00,session_close,0.281033632971112
2020-07-29T00:00:00-04:00,1,2020-07-29T10:00:00-04:00,2020-07-29T10:30:00-04:00,10629.14,10417.24,10946.989999999998,211.89999999999964,10593.314765625,10613.58625,10560.06953125,0.7746232036452857,2020-07-29T15:59:00-04:00,session_close,0.13855592260500535
2020-08-06T00:00:00-04:00,1,2020-08-06T09:45:00-04:00,2020-08-06T10:15:00-04:00,11139.29,10929.03,11454.68,210.26000000000022,11099.766015625,11109.8584375,11080.17484375,0.8079077429983526,2020-08-06T15:59:00-04:00,session_close,0.5733377722819326
2020-08-07T00:00:00-04:00,1,2020-08-07T09:45:00-04:00,2020-08-07T11:00:00-04:00,11266.57,11057.68,11579.904999999999,208.88999999999942,11224.49609375,11239.04,11199.235625,0.7565074135090609,2020-08-07T14:22:00-04:00,stop,-1.0095744171573555
2020-08-14T00:00:00-04:00,-1,2020-08-14T09:45:00-04:00,2020-08-14T10:15:00-04:00,11143.64,11352.529999999999,10830.305,208.88999999999942,11206.458203125,11230.38875,11184.0715625,1.043782837127846,2020-08-14T15:59:00-04:00,session_close,-0.11015366939537691
2020-08-18T00:00:00-04:00,1,2020-08-18T09:30:00-04:00,2020-08-18T10:45:00-04:00,11322.26,11119.36,11626.61,202.89999999999964,11300.79921875,11317.388125,11286.4984375,0.8074361820199778,2020-08-18T15:59:00-04:00,session_close,0.37520946278954825
2020-08-19T00:00:00-04:00,-1,2020-08-19T09:30:00-04:00,2020-08-19T10:45:00-04:00,11402.09,11588.765,11122.077500000001,186.67499999999927,11422.948671875,11430.11921875,11409.029375,0.8724604966139955,2020-08-19T15:59:00-04:00,session_close,0.42121333869024413
2020-08-21T00:00:00-04:00,1,2020-08-21T10:15:00-04:00,2020-08-21T10:45:00-04:00,11536.0,11349.325,11816.012499999999,186.67499999999927,11507.915078125001,11516.1071875,11474.23640625,0.8529900332225914,2020-08-21T15:59:00-04:00,session_close,0.10826302397213984
2020-08-25T00:00:00-04:00,-1,2020-08-25T09:45:00-04:00,2020-08-25T10:30:00-04:00,11617.78,11785.03,11366.905,167.25,11679.0875,11693.24,11649.95,1.001066477070743,2020-08-25T15:59:00-04:00,session_close,-0.613034379671144
2020-08-26T00:00:00-04:00,1,2020-08-26T09:30:00-04:00,2020-08-26T10:00:00-04:00,11790.39,11623.14,12041.265,167.25,11744.92703125,11759.5140625,11734.7603125,0.8284198113207547,2020-08-26T15:59:00-04:00,session_close,1.0544693572496298
2020-08-27T00:00:00-04:00,1,2020-08-27T09:45:00-04:00,2020-08-27T10:30:00-04:00,11998.48,11813.805,12275.492499999998,184.67499999999927,11969.10640625,11974.6878125,11957.14625,1.3817146922803274,2020-08-27T15:59:00-04:00,session_close,-0.3748206308379565
2020-08-28T00:00:00-04:00,1,2020-08-28T09:30:00-04:00,2020-08-28T10:00:00-04:00,12009.06,11824.385,12286.072499999998,184.67499999999927,11956.81984375,11988.82125,11939.7028125,0.8225235849056604,2020-08-28T15:59:00-04:00,session_close,-0.08923785027751253
2020-09-01T00:00:00-04:00,1,2020-09-01T10:15:00-04:00,2020-09-01T11:15:00-04:00,12250.35,12090.830000000002,12489.629999999997,159.51999999999862,12165.51140625,12224.4415625,12125.82375,1.1111111111111112,2020-09-01T15:59:00-04:00,session_close,0.280967903711134
2020-09-02T00:00:00-04:00,-1,2020-09-02T09:45:00-04:00,2020-09-02T10:45:00-04:00,12307.52,12490.404999999999,12033.192500000003,182.8849999999984,12380.301562499999,12437.533125,12367.9575,1.4343649946638206,2020-09-02T15:59:00-04:00,session_close,-0.590316318998278
2020-09-04T00:00:00-04:00,-1,2020-09-04T09:45:00-04:00,2020-09-04T10:15:00-04:00,11470.81,11670.809999999998,11170.810000000001,199.99999999999818,11666.176171875,11721.94359375,11617.1684375,1.9770674079221682,2020-09-04T10:43:00-04:00,target,1.4900000000000044
2020-09-10T00:00:00-04:00,1,2020-09-10T10:00:00-04:00,2020-09-10T11:15:00-04:00,11450.05,11250.05,11750.05,200.0,11431.345234375,11445.389531249999,11349.08578125,0.9109985528219972,2020-09-10T14:18:00-04:00,stop,-1.01
2020-09-11T00:00:00-04:00,-1,2020-09-11T09:30:00-04:00,2020-09-11T10:00:00-04:00,11140.19,11340.189999999999,10840.190000000002,199.99999999999818,11252.092578125,11305.409843750002,11220.6490625,0.8953687821612349,2020-09-11T15:59:00-04:00,session_close,0.26195000000000856
2020-09-16T00:00:00-04:00,-1,2020-09-16T09:30:00-04:00,2020-09-16T10:15:00-04:00,11449.26,11673.494999999999,11112.907500000001,224.23499999999876,11489.53421875,11531.2575,11461.3428125,0.8081483733657646,2020-09-16T15:59:00-04:00,session_close,0.8796129061029762
2020-09-18T00:00:00-04:00,-1,2020-09-18T09:45:00-04:00,2020-09-18T10:30:00-04:00,11059.96,11313.679999999998,10679.380000000001,253.71999999999935,11121.708359375,11150.946406250001,11094.63609375,0.8306934178106301,2020-09-18T15:59:00-04:00,session_close,0.5122181932839329
2020-09-21T00:00:00-04:00,-1,2020-09-21T10:15:00-04:00,2020-09-21T10:45:00-04:00,10687.75,10948.275000000001,10296.962499999998,260.52500000000146,10758.935625,10926.45875,10726.30125,1.1584158415841583,2020-09-21T15:50:00-04:00,stop,-1.0076768064485173
2020-09-23T00:00:00-04:00,-1,2020-09-23T09:45:00-04:00,2020-09-23T10:15:00-04:00,11088.7,11362.595000000001,10677.8575,273.89500000000044,11126.4615625,11166.306875,11100.2775,0.8940513903555086,2020-09-23T15:59:00-04:00,session_close,0.921995655269356
2020-09-24T00:00:00-04:00,1,2020-09-24T09:45:00-04:00,2020-09-24T10:15:00-04:00,10914.06,10619.684999999998,11355.622500000001,294.3750000000018,10822.572109375,10838.411250000001,10766.41515625,1.08479427549195,2020-09-24T15:59:00-04:00,session_close,-0.08214012738853552
2020-09-25T00:00:00-04:00,-1,2020-09-25T09:30:00-04:00,2020-09-25T10:15:00-04:00,10867.12,11175.595000000001,10404.407500000001,308.47500000000036,10969.014296875,10988.13109375,10901.46828125,1.060596546310832,2020-09-25T15:21:00-04:00,stop,-1.0064835075775995
2020-09-28T00:00:00-04:00,1,2020-09-28T10:00:00-04:00,2020-09-28T10:30:00-04:00,11309.53,10993.045,11784.257500000002,316.4850000000006,11177.471171874999,11291.27703125,11154.71,0.9047804119704626,2020-09-28T15:59:00-04:00,session_close,0.19324770526249188
2020-09-29T00:00:00-04:00,-1,2020-09-29T09:30:00-04:00,2020-09-29T10:30:00-04:00,11370.2,11686.685000000001,10895.4725,316.4850000000006,11437.950625000001,11462.2,11379.5725,0.7817896389324961,2020-09-29T15:59:00-04:00,session_close,0.14635764728186626
2020-09-30T00:00:00-04:00,1,2020-09-30T09:30:00-04:00,2020-09-30T10:00:00-04:00,11432.81,11116.324999999999,11907.5375,316.4850000000006,11284.1340625,11330.586874999999,11201.326874999999,0.7948068397720076,2020-09-30T15:59:00-04:00,session_close,-0.06003444081078081
2020-10-02T00:00:00-04:00,1,2020-10-02T10:00:00-04:00,2020-10-02T10:30:00-04:00,11476.74,11160.255,11951.4675,316.4850000000006,11395.300546875,11456.89234375,11299.21734375,0.9118616144975288,2020-10-02T15:59:00-04:00,session_close,-0.6943773006619581
2020-10-05T00:00:00-04:00,1,2020-10-05T09:30:00-04:00,2020-10-05T10:00:00-04:00,11381.45,11064.965,11856.177500000002,316.4850000000006,11361.15609375,11367.9271875,11327.300625,0.7400734067400734,2020-10-05T15:59:00-04:00,session_close,0.3713920090999537
2020-10-09T00:00:00-04:00,1,2020-10-09T09:30:00-04:00,2020-10-09T10:00:00-04:00,11646.07,11372.175,12056.9125,273.89500000000044,11586.405546875,11600.86703125,11578.92546875,0.676416819012797,2020-10-09T15:59:00-04:00,session_close,0.2821884298727642
2020-10-14T00:00:00-04:00,-1,2020-10-14T10:00:00-04:00,2020-10-14T10:30:00-04:00,12068.62,12328.055,11679.467500000002,259.4349999999995,12155.47140625,12166.714375,12125.201875,0.8571428571428571,2020-10-14T15:59:00-04:00,session_close,0.28461849788964594
2020-10-20T00:00:00-04:00,-1,2020-10-20T10:15:00-04:00,2020-10-20T10:45:00-04:00,11685.0,11927.220000000001,11321.669999999998,242.22000000000116,11737.796250000001,11753.400000000001,11707.41,1.0503740648379052,2020-10-20T15:59:00-04:00,session_close,0.02444059119808457
2020-10-23T00:00:00-04:00,-1,2020-10-23T09:30:00-04:00,2020-10-23T10:00:00-04:00,11628.3,11849.09,11297.114999999998,220.79000000000087,11677.791953124999,11689.608281249999,11654.854375,1.050080775444265,2020-10-23T15:59:00-04:00,session_close,-0.30146292857466844
2020-10-26T00:00:00-04:00,1,2020-10-26T09:30:00-04:00,2020-10-26T10:00:00-04:00,11682.07,11467.585,12003.7975,214.48500000000058,11575.246640625,11630.9165625,11568.56625,0.9838449111470113,2020-10-26T11:44:00-04:00,stop,-1.009324661398233
2020-10-29T00:00:00-04:00,1,2020-10-29T10:15:00-04:00,2020-10-29T11:15:00-04:00,11319.3,11098.029999999999,11651.205,221.27000000000044,11242.382109375001,11278.814375,11210.65078125,1.2183235867446394,2020-10-29T15:59:00-04:00,session_close,0.06679622181046065
2020-10-30T00:00:00-04:00,-1,2020-10-30T10:00:00-04:00,2020-10-30T10:30:00-04:00,11074.96,11307.634999999998,10725.9475,232.67499999999927,11213.9678125,11270.14,11144.178125,1.615962441314554,2020-10-30T15:59:00-04:00,session_close,0.02084452562586681
2020-11-02T00:00:00-05:00,1,2020-11-02T09:30:00-05:00,2020-11-02T10:00:00-05:00,11201.27,10968.595000000001,11550.2825,232.67499999999927,11083.5421875,11174.178750000001,11039.1125,1.443854634544712,2020-11-02T13:52:00-05:00,stop,-1.008595680670463
2020-11-04T00:00:00-05:00,1,2020-11-04T10:00:00-05:00,2020-11-04T10:30:00-05:00,11777.14,11544.465,12126.152499999998,232.67499999999927,11547.3090625,11718.548125000001,11467.954375,1.351107094441934,2020-11-04T15:59:00-05:00,session_close,-0.028021918985703827
2020-11-06T00:00:00-05:00,-1,2020-11-06T09:30:00-05:00,2020-11-06T10:00:00-05:00,11906.63,12166.07,11517.469999999998,259.4400000000005,11955.479140625,12023.215624999999,11930.6975,1.158590308370044,2020-11-06T15:59:00-05:00,session_close,-0.7084875115633709
2020-11-09T00:00:00-05:00,-1,2020-11-09T09:30:00-05:00,2020-11-09T10:45:00-05:00,12186.02,12445.46,11796.860000000002,259.4399999999987,12331.676015625,12416.44,12239.54125,1.4959406989057535,2020-11-09T15:59:00-05:00,session_close,1.3567298797409866
2020-11-10T00:00:00-05:00,-1,2020-11-10T09:30:00-05:00,2020-11-10T10:00:00-05:00,11657.06,11916.5,11267.899999999998,259.4400000000005,11734.992890625,11898.34421875,11689.46875,1.3032169746748803,2020-11-10T15:59:00-05:00,session_close,0.11035306814677437
2020-11-12T00:00:00-05:00,1,2020-11-12T09:30:00-05:00,2020-11-12T10:15:00-05:00,11965.37,11686.210000000001,12384.11,279.15999999999985,11846.735,11922.26,11831.06,0.9181789239095829,2020-11-12T15:59:00-05:00,session_close,-0.48262645078091937
2020-11-16T00:00:00-05:00,-1,2020-11-16T09:45:00-05:00,2020-11-16T10:45:00-05:00,11994.43,12273.59,11575.69,279.15999999999985,12049.922734375,12067.97734375,11999.0415625,0.9896113889957676,2020-11-16T15:59:00-05:00,session_close,-0.10302335578163144
2020-11-17T00:00:00-05:00,-1,2020-11-17T09:30:00-05:00,2020-11-17T10:00:00-05:00,11970.64,12243.52,11561.319999999998,272.880000000001,12043.55859375,12059.125,12024.25625,0.8481375358166189,2020-11-17T15:59:00-05:00,session_close,-0.05973321606567367
2020-11-19T00:00:00-05:00,1,2020-11-19T09:30:00-05:00,2020-11-19T10:00:00-05:00,11925.98,11653.099999999999,12335.300000000001,272.880000000001,11882.285859375,11893.41046875,11853.361875,0.9990448901623686,2020-11-19T15:59:00-05:00,session_close,0.22291849897390684
2020-11-24T00:00:00-05:00,-1,2020-11-24T09:30:00-05:00,2020-11-24T10:15:00-05:00,11920.55,12166.705,11551.317499999997,246.15500000000065,11953.57234375,11968.77625,11944.6059375,0.8338099777565936,2020-11-24T15:59:00-05:00,session_close,-0.6673843716357588
2020-11-30T00:00:00-05:00,-1,2020-11-30T10:00:00-05:00,2020-11-30T10:30:00-05:00,12213.51,12436.035,11879.7225,222.52499999999964,12279.95921875,12313.60875,12248.480625,0.9928421052631579,2020-11-30T15:59:00-05:00,session_close,-0.31506572295248036
2020-12-01T00:00:00-05:00,1,2020-12-01T10:00:00-05:00,2020-12-01T11:00:00-05:00,12399.05,12182.759999999998,12723.485,216.29000000000087,12386.15359375,12393.7728125,12370.2225,0.8798301486199576,2020-12-01T15:59:00-05:00,session_close,0.23852235424661306
2020-12-03T00:00:00-05:00,1,2020-12-03T09:30:00-05:00,2020-12-03T10:00:00-05:00,12497.13,12292.039999999999,12804.765,205.09000000000015,12481.54078125,12483.110312499999,12467.415,0.8106382978723404,2020-12-03T15:59:00-05:00,session_close,-0.121848944365887
2020-12-08T00:00:00-05:00,-1,2020-12-08T09:45:00-05:00,2020-12-08T10:30:00-05:00,12522.03,12679.18,12286.305,157.14999999999964,12567.51515625,12582.4115625,12553.7221875,0.8504837291116975,2020-12-08T15:59:00-05:00,session_close,-0.7579382755329243
2020-12-09T00:00:00-05:00,-1,2020-12-09T09:30:00-05:00,2020-12-09T10:15:00-05:00,12582.65,12736.259999999998,12352.235,153.60999999999876,12643.151796875,12655.28703125,12636.16484375,0.8279529054310673,2020-12-09T13:58:00-05:00,target,1.48698001432199
2020-12-10T00:00:00-05:00,1,2020-12-10T09:45:00-05:00,2020-12-10T10:15:00-05:00,12382.54,12228.93,12612.955000000002,153.61000000000058,12363.095703125,12372.78828125,12321.09453125,1.1701841041760215,2020-12-10T15:59:00-05:00,session_close,0.110474578477959
2020-12-18T00:00:00-05:00,-1,2020-12-18T10:00:00-05:00,2020-12-18T10:30:00-05:00,12720.42,12873.325,12491.0625,152.90500000000065,12731.6684375,12760.341875,12725.93375,1.0295113691340105,2020-12-18T15:59:00-05:00,session_close,0.08318890814557595
2020-12-23T00:00:00-05:00,-1,2020-12-23T09:30:00-05:00,2020-12-23T10:30:00-05:00,12695.81,12858.205,12452.217499999999,162.39500000000044,12739.103984374999,12750.22,12702.335625,1.0011937922801433,2020-12-23T15:59:00-05:00,session_close,0.201668770590227
2020-12-30T00:00:00-05:00,-1,2020-12-30T09:30:00-05:00,2020-12-30T10:00:00-05:00,12877.05,13035.605,12639.217499999999,158.5550000000003,12899.768359375,12911.11046875,12888.42625,0.9266473269788645,2020-12-30T15:59:00-05:00,session_close,0.11920153889817162
2021-01-04T00:00:00-05:00,-1,2021-01-04T10:00:00-05:00,2021-01-04T11:00:00-05:00,12773.78,12918.3,12557.000000000004,144.51999999999862,12955.149062499999,12970.96,12876.094375,1.1070904645476773,2021-01-04T12:11:00-05:00,target,1.486161084970932
2021-01-06T00:00:00-05:00,1,2021-01-06T10:00:00-05:00,2021-01-06T10:30:00-05:00,12710.51,12561.26,12934.385,149.25,12642.2909375,12672.599375,12540.344375,1.213365155131265,2021-01-06T15:59:00-05:00,session_close,-0.5445896147403729
2021-01-08T00:00:00-05:00,1,2021-01-08T09:30:00-05:00,2021-01-08T10:45:00-05:00,13030.56,12868.164999999999,13274.1525,162.39500000000044,12978.87484375,13001.69875,12965.495312500001,1.1454762853726583,2021-01-08T15:59:00-05:00,session_close,0.4378829397456842
2021-01-12T00:00:00-05:00,-1,2021-01-12T09:45:00-05:00,2021-01-12T10:15:00-05:00,12893.21,13063.449999999999,12637.849999999999,170.23999999999978,12937.182890625,12955.22390625,12919.141875,1.050661798265632,2021-01-12T15:59:00-05:00,session_close,-0.03213110902256327
2021-01-14T00:00:00-05:00,1,2021-01-14T09:30:00-05:00,2021-01-14T10:00:00-05:00,13004.56,12836.494999999999,13256.657500000001,168.0650000000005,12981.539921874999,12993.69359375,12950.79828125,1.0188976377952756,2021-01-14T15:59:00-05:00,session_close,-0.5876297860946653
2021-01-19T00:00:00-05:00,-1,2021-01-19T09:30:00-05:00,2021-01-19T10:00:00-05:00,12896.78,13064.845000000001,12644.682499999999,168.0650000000005,12942.23421875,12949.136875,12911.6653125,1.0960629921259843,2021-01-19T15:59:00-05:00,session_close,-0.619224704727334
