policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-18 07:00:00,2026-02-18 08:00:00,SELL,0.70671,0.70741,6.0,0.70741,loss,-1.0,100,0.00035,0.2188,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-19 05:30:00,2026-02-19 08:45:00,BUY,0.7052,0.70443,6.0,0.70674,trail_stop,1.5,99,0.000482,0.5,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-23 05:30:00,2026-02-23 08:30:00,BUY,0.70727,0.70651,6.0,0.70803,trail_stop,1.0,100,0.000435,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-24 01:45:00,2026-02-24 05:00:00,BUY,0.70576,0.70471,6.0,0.70576,trail_stop,0.5,91,0.000496,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-26 06:15:00,2026-02-26 13:15:00,SELL,0.7129,0.71359,6.0,0.71221,trail_stop,1.0,94,0.000429,0.3021,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-03 01:45:00,2026-03-03 12:00:00,SELL,0.71003,0.71234,6.0,0.7031,trail_stop,2.0,92,0.000718,0.0938,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-03 04:45:00,2026-03-03 06:45:00,SELL,0.71036,0.71153,6.0,0.70919,trail_stop,1.0,96,0.000959,0.5938,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-05 01:45:00,2026-03-05 09:00:00,SELL,0.70645,0.70896,6.0,0.70394,trail_stop,1.0,91,0.000606,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-12 01:45:00,2026-03-12 06:30:00,SELL,0.71502,0.71615,6.0,0.71276,trail_stop,1.5,92,0.000759,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-19 01:00:00,2026-03-19 02:00:00,SELL,0.70392,0.70476,6.0,0.70476,loss,-1.0,91,0.000708,0.5833,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-19 01:45:00,2026-03-19 02:00:00,SELL,0.70419,0.7048,6.0,0.7048,loss,-1.0,91,0.000693,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-23 00:15:00,2026-03-23 01:00:00,SELL,0.70066,0.70162,6.0,0.70066,trail_stop,0.5,99,0.000836,0.5521,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-23 04:45:00,2026-03-23 07:45:00,SELL,0.69791,0.69874,6.0,0.69625,trail_stop,1.5,100,0.000713,0.2083,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-24 04:45:00,2026-03-24 05:00:00,BUY,0.69658,0.69582,6.0,0.69582,loss,-1.0,96,0.000809,0.2917,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-25 01:00:00,2026-03-25 08:00:00,SELL,0.69905,0.70046,6.0,0.69764,trail_stop,1.0,91,0.000766,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-26 03:15:00,2026-03-26 09:30:00,BUY,0.69461,0.6931,6.0,0.6931,loss,-1.0,94,0.00054,0.3646,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-31 01:00:00,2026-03-31 01:15:00,SELL,0.68558,0.68648,6.0,0.68648,loss,-1.0,92,0.000684,0.6979,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-08 00:15:00,2026-04-09 00:30:00,SELL,0.70594,0.70868,6.0,0.70368,timeout,0.9124,92,0.001611,1.0,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-15 01:45:00,2026-04-15 09:00:00,BUY,0.7127,0.71215,6.0,0.7138,trail_stop,1.5,92,0.000354,0.25,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-16 01:45:00,2026-04-16 08:00:00,BUY,0.71764,0.7162,6.0,0.71764,trail_stop,0.5,97,0.000427,0.5208,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-17 00:15:00,2026-04-17 09:30:00,BUY,0.71595,0.71531,6.0,0.71723,trail_stop,1.5,91,0.00031,0.1771,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-22 03:15:00,2026-04-22 06:00:00,BUY,0.71585,0.71519,6.0,0.71651,trail_stop,1.0,100,0.000487,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-23 00:15:00,2026-04-23 10:30:00,BUY,0.7161,0.71359,6.0,0.71359,loss,-1.0,91,0.000491,0.5625,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-23 01:00:00,2026-04-23 04:45:00,SELL,0.71574,0.71672,6.0,0.71476,trail_stop,1.0,92,0.000544,0.8125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-27 00:15:00,2026-04-27 05:00:00,BUY,0.71469,0.71404,6.0,0.71664,trail_stop,2.0,92,0.000539,0.7083,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-27 04:00:00,2026-04-27 06:45:00,SELL,0.71715,0.71776,6.0,0.71654,trail_stop,1.0,94,0.000466,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-29 01:00:00,2026-04-29 12:15:00,SELL,0.71774,0.71898,6.0,0.7165,trail_stop,1.0,91,0.000314,0.2188,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-01 05:30:00,2026-05-01 06:30:00,BUY,0.71931,0.71882,6.0,0.71882,loss,-1.0,96,0.000316,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-05 00:15:00,2026-05-05 07:00:00,SELL,0.71602,0.71715,6.0,0.71489,trail_stop,1.0,97,0.000216,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-05 04:45:00,2026-05-05 10:30:00,SELL,0.71513,0.7171,6.0,0.7171,loss,-1.0,100,0.00055,0.5938,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-07 00:15:00,2026-05-07 01:00:00,SELL,0.72362,0.72401,6.0,0.72362,trail_stop,0.5,92,0.000286,0.125,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-11 01:00:00,2026-05-11 06:00:00,SELL,0.72339,0.72406,6.0,0.72339,trail_stop,0.5,97,0.000537,0.7083,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-20 00:15:00,2026-05-20 00:45:00,BUY,0.7101,0.7095,6.0,0.7095,loss,-1.0,90,0.000296,0.1042,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-27 04:00:00,2026-05-27 05:45:00,BUY,0.7162,0.71552,6.0,0.71552,loss,-1.0,98,0.000634,1.0,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-27 05:30:00,2026-05-27 09:15:00,SELL,0.7157,0.71642,6.0,0.71426,trail_stop,1.5,100,0.000439,0.5417,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-29 05:30:00,2026-05-29 07:15:00,SELL,0.71628,0.71674,6.0,0.71628,trail_stop,0.5,96,0.000352,0.3021,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-02 01:00:00,2026-06-02 01:45:00,BUY,0.71658,0.71563,6.0,0.71563,loss,-1.0,95,0.00037,0.5,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-02 04:00:00,2026-06-02 04:45:00,SELL,0.71587,0.71616,6.0,0.71616,loss,-1.0,94,0.000476,0.6667,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-10 01:45:00,2026-06-10 05:30:00,SELL,0.70258,0.70327,6.0,0.70189,trail_stop,1.0,92,0.000634,0.7812,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-10 03:15:00,2026-06-10 06:00:00,SELL,0.70234,0.70317,6.0,0.70234,trail_stop,0.5,97,0.000689,0.8021,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-18 04:00:00,2026-06-18 06:15:00,SELL,0.7036,0.70417,6.0,0.7036,trail_stop,0.5,92,0.000412,0.625,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-01,2026-01-30 05:30:00,2026-01-30 07:30:00,SELL,0.69991,0.70108,6.0,0.69991,trail_stop,0.5,100,0.001469,0.8438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-02,2026-02-12 05:30:00,2026-02-12 06:30:00,BUY,0.71242,0.711,6.0,0.711,loss,-1.0,97,0.00093,0.6458,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-02,2026-02-12 07:00:00,2026-02-12 14:30:00,BUY,0.71211,0.71033,6.0,0.71211,trail_stop,0.5,97,0.001007,0.7292,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-02,2026-02-17 04:00:00,2026-02-17 11:30:00,BUY,0.70592,0.7045,6.0,0.70592,trail_stop,0.5,95,0.000664,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-02,2026-02-18 07:00:00,2026-02-18 08:00:00,SELL,0.70649,0.70744,6.0,0.70744,loss,-1.0,99,0.000544,0.2917,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-03,2026-03-11 00:00:00,2026-03-11 07:30:00,BUY,0.71334,0.71109,6.0,0.71559,trail_stop,1.0,92,0.001001,0.0208,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M30,2026-03,2026-03-24 06:00:00,2026-03-24 08:00:00,BUY,0.69759,0.69529,6.0,0.69759,trail_stop,0.5,90,0.001354,0.5833,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-14 03:00:00,2026-04-14 06:00:00,BUY,0.70856,0.70778,6.0,0.70778,loss,-1.0,93,0.000496,0.0833,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-14 06:00:00,2026-04-14 12:30:00,BUY,0.7084,0.70758,6.0,0.71332,win,3.5,93,0.000627,0.2812,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-17 06:00:00,2026-04-17 07:30:00,SELL,0.7164,0.71714,6.0,0.71714,loss,-1.0,92,0.000526,0.2292,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-28 03:00:00,2026-04-28 05:30:00,BUY,0.71826,0.71728,6.0,0.71728,loss,-1.0,93,0.000462,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-05,2026-05-12 06:00:00,2026-05-12 19:00:00,SELL,0.72187,0.72375,6.0,0.72375,loss,-1.0,100,0.00073,0.7708,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-05,2026-05-20 01:30:00,2026-05-20 14:00:00,BUY,0.71008,0.70858,6.0,0.71158,trail_stop,1.0,92,0.000591,0.0833,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M30,2026-05,2026-05-27 01:30:00,2026-05-28 12:30:00,SELL,0.71558,0.71798,6.0,0.71318,trail_stop,1.0,91,0.000458,0.3542,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-05,2026-05-29 06:00:00,2026-05-29 08:00:00,SELL,0.71604,0.71677,6.0,0.71604,trail_stop,0.5,96,0.000534,0.2917,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-01 06:00:00,2026-06-01 15:00:00,SELL,0.71808,0.71908,6.0,0.71508,trail_stop,2.0,98,0.000512,0.2083,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-09 03:00:00,2026-06-09 05:30:00,SELL,0.70434,0.70594,6.0,0.70594,loss,-1.0,97,0.000554,0.125,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-11 04:30:00,2026-06-11 08:00:00,BUY,0.70082,0.69963,6.0,0.69963,loss,-1.0,96,0.000709,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:15:00,SELL,212.143,212.35047,6.0,212.143,trail_stop,0.5,91,0.103143,0.5417,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-21 01:00:00,2026-01-21 05:00:00,SELL,212.513,212.6595,6.0,212.513,trail_stop,0.5,92,0.11,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-21 07:00:00,2026-01-21 13:00:00,SELL,212.447,212.63883,6.0,211.87151,trail_stop,2.0,97,0.112214,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-22 00:15:00,2026-01-22 01:45:00,SELL,212.433,212.66986,6.0,212.66986,loss,-1.0,92,0.119071,0.4167,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-26 04:00:00,2026-01-26 06:15:00,SELL,210.334,210.8905,6.0,210.8905,loss,-1.0,100,0.27,0.5,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-28 05:30:00,2026-01-28 07:15:00,BUY,210.58,210.37407,6.0,210.58,trail_stop,0.5,96,0.132857,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-29 06:15:00,2026-01-29 07:00:00,SELL,211.644,211.85742,6.0,211.85742,loss,-1.0,96,0.116143,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-30 05:30:00,2026-01-30 06:15:00,BUY,211.826,211.56736,6.0,211.56736,loss,-1.0,98,0.204286,0.7396,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-02 07:00:00,2026-02-03 07:15:00,BUY,211.815,211.24922,6.0,212.76,timeout,1.3351,100,0.211857,0.75,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-05 01:45:00,2026-02-05 04:30:00,SELL,214.08,214.25061,6.0,213.73878,trail_stop,1.5,93,0.124071,0.4062,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-05 04:00:00,2026-02-05 08:15:00,BUY,213.688,213.45272,6.0,213.92328,trail_stop,1.0,90,0.141857,0.6562,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-09 05:30:00,2026-02-09 07:45:00,SELL,213.176,213.41275,6.0,212.93925,trail_stop,1.0,90,0.145,0.3646,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-12 01:00:00,2026-02-12 05:15:00,SELL,208.44,209.03117,6.0,208.44,trail_stop,0.5,91,0.201143,0.7292,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-18 07:00:00,2026-02-18 11:30:00,BUY,208.15,207.95891,6.0,208.53218,trail_stop,1.5,93,0.107286,0.0938,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-20 04:45:00,2026-02-20 06:15:00,BUY,208.584,208.46335,6.0,208.70465,trail_stop,1.0,94,0.124357,0.1771,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-24 03:15:00,2026-02-24 08:15:00,BUY,209.166,208.91234,6.0,210.68796,win,3.5,90,0.137714,0.6354,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-02,2026-02-24 07:00:00,2026-02-25 07:15:00,BUY,209.875,208.95196,6.0,210.628,timeout,0.9079,100,0.160286,0.8646,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-02 05:45:00,2026-03-02 07:30:00,SELL,210.385,210.55096,6.0,209.88712,trail_stop,2.0,99,0.126429,0.1979,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-04 03:30:00,2026-03-04 05:00:00,SELL,209.955,210.19082,6.0,209.71918,trail_stop,1.0,100,0.192143,0.4375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-04 05:00:00,2026-03-04 08:00:00,BUY,209.697,209.45729,6.0,210.17642,trail_stop,1.5,97,0.171429,0.3125,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-19 00:30:00,2026-03-19 00:45:00,SELL,211.985,212.10349,6.0,212.10349,loss,-1.0,94,0.109929,0.3333,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-19 03:30:00,2026-03-19 06:45:00,SELL,212.131,212.25114,6.0,211.89072,trail_stop,1.5,96,0.120929,0.3958,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-23 05:00:00,2026-03-23 05:45:00,BUY,212.397,212.22317,6.0,212.22317,loss,-1.0,90,0.132214,0.25,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-25 04:15:00,2026-03-25 05:15:00,BUY,212.876,212.71385,6.0,212.71385,loss,-1.0,96,0.101,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-26 01:15:00,2026-03-26 01:30:00,SELL,213.019,213.10095,6.0,213.10095,loss,-1.0,90,0.079643,0.0312,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-26 23:45:00,2026-03-27 00:00:00,BUY,212.98,212.8744,6.0,212.8744,loss,-1.0,92,0.090643,0.2917,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-01 03:30:00,2026-04-01 06:30:00,BUY,210.036,209.84565,6.0,210.22635,trail_stop,1.0,95,0.129,0.4271,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-01 05:45:00,2026-04-01 06:15:00,SELL,210.282,210.49155,6.0,210.49155,loss,-1.0,96,0.117,0.1458,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-03 02:45:00,2026-04-03 04:00:00,BUY,211.079,210.96798,6.0,210.96798,loss,-1.0,93,0.100143,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-06 23:45:00,2026-04-07 01:15:00,BUY,211.324,211.24151,6.0,211.40649,trail_stop,1.0,93,0.069929,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-10 01:15:00,2026-04-10 06:00:00,SELL,213.61,213.74093,6.0,213.74093,loss,-1.0,91,0.066214,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-16 03:30:00,2026-04-17 03:45:00,BUY,215.441,215.10344,6.0,215.572,timeout,0.3881,96,0.110429,0.7917,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-20 05:00:00,2026-04-20 06:30:00,SELL,214.544,214.65288,6.0,214.43512,trail_stop,1.0,91,0.065857,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-21 00:30:00,2026-04-21 02:45:00,BUY,214.993,214.8921,6.0,214.8921,loss,-1.0,91,0.066,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-22 23:00:00,2026-04-23 00:30:00,SELL,215.278,215.35534,6.0,215.278,trail_stop,0.5,94,0.088929,0.4792,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-24 03:30:00,2026-04-24 04:30:00,BUY,215.067,215.01088,6.0,215.01088,loss,-1.0,96,0.060786,0.5,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-29 02:00:00,2026-04-29 02:30:00,BUY,215.78,215.6997,6.0,215.6997,loss,-1.0,92,0.055357,0.0833,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-07 05:00:00,2026-05-07 06:45:00,SELL,212.594,212.67712,6.0,212.51088,trail_stop,1.0,97,0.0875,0.0104,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-08 04:15:00,2026-05-08 13:15:00,BUY,212.67,212.51186,6.0,213.14442,trail_stop,2.0,96,0.074286,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-11 01:15:00,2026-05-11 01:45:00,SELL,213.398,213.49898,6.0,213.49898,loss,-1.0,96,0.133214,0.8229,,structure,static,Entry Model 1 - Double Wick Confirmation
