signal_time,entry_time,exit_time,side,entry,exit,stop_distance,quantity,notional,fees,funding_pnl,pnl,return_on_equity_pct,balance,reason
2026-02-15T13:45:00+00:00,2026-02-15T14:00:00+00:00,2026-02-15T16:45:00+00:00,long,68914.09072,68970.70224000001,292.39285714285506,0.3180083054299217,21915.253210111092,21.9242546768826,0.0,-3.9213211338639944,-0.04217229039201558,9294.414380847387,data_gap
2026-02-16T13:00:00+00:00,2026-02-16T13:15:00+00:00,2026-02-16T13:15:00+00:00,short,69624.23688,69166.55998725943,309.72857142857123,0.3000825638389915,20893.019508283665,20.824349080591936,0.0,116.51650630285982,1.2536185877720338,9410.930887150247,target
2026-02-17T15:30:00+00:00,2026-02-17T15:45:00+00:00,2026-02-17T16:00:00+00:00,long,66985.79791000001,67552.28843413758,382.16428571428696,0.24625354170813418,16495.489979482834,16.56524012843932,0.0,122.9350577845339,1.3063007183741018,9533.865944934782,target
2026-02-18T13:45:00+00:00,2026-02-18T14:00:00+00:00,2026-02-18T14:45:00+00:00,long,67209.02023000001,66938.39714940559,263.92857142857144,0.36122902091769127,24277.84857452021,24.22897011929978,0.0,-121.98588056015211,-1.2795006901157617,9411.880064374629,stop
2026-02-18T19:30:00+00:00,2026-02-18T19:45:00+00:00,2026-02-18T22:30:00+00:00,long,66125.31186999999,66352.26410999999,325.52142857142564,0.2891324268782964,19118.971899057316,19.151781525025648,0.0,46.467470411639546,0.4937108217892178,9458.347534786268,time
2026-02-19T06:30:00+00:00,2026-02-19T06:45:00+00:00,2026-02-19T07:15:00+00:00,short,67067.39259,67234.865404259,160.75,0.4230825369613314,28375.0426043588,28.41047001592318,0.0,-99.26529314467598,-1.049499320886596,9359.082241641592,stop
2026-02-19T07:30:00+00:00,2026-02-19T07:45:00+00:00,2026-02-19T08:15:00+00:00,short,67152.08412,66910.38520376915,165.5928571428563,0.4181143011846224,28077.24672492478,28.02671783819631,0.0,73.03105561874425,0.7803228322303376,9432.113297260337,target
2026-02-19T12:00:00+00:00,2026-02-19T12:15:00+00:00,2026-02-19T13:00:00+00:00,long,66545.45388,66358.42451675487,180.392857142853,0.4252182266696565,28296.339891781012,28.256575744693887,0.0,-107.78486991894553,-1.1427435880170445,9324.328427341392,stop
2026-02-19T14:30:00+00:00,2026-02-19T14:45:00+00:00,2026-02-19T15:00:00+00:00,long,66225.82192,66634.19711959372,276.69285714285485,0.3369920179228659,22317.57336742117,22.38638295871154,0.0,115.23279962202929,1.2358294811252712,9439.561226963422,target
2026-02-20T09:30:00+00:00,2026-02-20T09:45:00+00:00,2026-02-20T10:00:00+00:00,short,68090.1903,68257.93683974429,160.92142857142713,0.4158996113261012,28318.683680890266,28.35356654123074,0.0,-98.11928722217792,-1.0394475427725103,9341.441939741244,stop
2026-02-20T13:15:00+00:00,2026-02-20T13:30:00+00:00,2026-02-20T13:30:00+00:00,long,67175.51688,66902.03315045487,266.7928571428565,0.35013838225583716,23520.726807562878,23.472848232244765,0.0,-119.2299988684691,-1.2763554024912318,9222.211940872774,stop
2026-02-20T23:00:00+00:00,2026-02-20T23:15:00+00:00,2026-02-21T02:00:00+00:00,short,67985.2008,67959.69528999999,193.25714285714224,0.40695085837884765,27666.635822618322,27.661446078024376,0.0,-17.281956890127077,-0.18739492218275286,9204.929983982647,time
2026-02-21T09:30:00+00:00,2026-02-21T09:45:00+00:00,2026-02-21T12:00:00+00:00,short,68154.1839,67956.51632043484,136.3083678,0.40518114034592584,27614.78995194794,27.574744364299125,0.0,52.51643093333473,0.5705250449999918,9257.446414915981,target
2026-02-22T14:00:00+00:00,2026-02-22T14:15:00+00:00,2026-02-22T14:30:00+00:00,long,67627.46207,67477.63506022157,143.0785714285708,0.41066659009029916,27772.339244747942,27.741574771143377,0.0,-89.27052198027555,-0.9643104370168342,9168.175892935706,stop
2026-02-22T15:00:00+00:00,2026-02-22T15:15:00+00:00,2026-02-22T15:30:00+00:00,long,67399.83931000001,67666.35056964045,182.1857142857147,0.4080800185932537,27504.527678807117,27.558906638701806,0.0,81.19901315067881,0.8856615983256229,9249.374906086385,target
2026-02-24T01:15:00+00:00,2026-02-24T01:30:00+00:00,2026-02-24T01:30:00+00:00,long,64415.64092,64091.28829305086,317.94285714285746,0.29091312159689353,18739.35517970179,18.692175962099824,0.0,-113.05061116602721,-1.222251366323537,9136.324294920358,stop
2026-02-24T19:00:00+00:00,2026-02-24T19:15:00+00:00,2026-02-24T21:15:00+00:00,short,64277.87157,63921.89155,352.264285714286,0.2593599369971509,16671.104720706157,16.624941242926432,0.0,75.70201431651878,0.8285828290772015,9212.026309236877,data_gap
2026-02-25T13:00:00+00:00,2026-02-25T13:15:00+00:00,2026-02-25T13:30:00+00:00,short,66008.49849000001,66232.18533199186,217.06428571428583,0.41867455797221886,27636.07892771063,27.6829049225582,0.0,-121.33489461769607,-1.3171357803877943,9090.691414619181,stop
2026-02-25T13:45:00+00:00,2026-02-25T14:00:00+00:00,2026-02-25T14:00:00+00:00,short,66202.87905,66459.52433790501,250.0,0.36362765658476726,24073.197768116283,24.119859430423496,0.0,-117.44318404484329,-1.2919059583958292,8973.248230574338,stop
2026-02-25T14:30:00+00:00,2026-02-25T14:45:00+00:00,2026-02-25T14:45:00+00:00,short,66222.27711,66523.278772711,294.3500000000001,0.3048496086486949,20187.835260808926,20.233715380348954,0.0,-111.9939544604043,-1.2480871094015868,8861.254276113934,stop
2026-02-25T15:00:00+00:00,2026-02-25T15:15:00+00:00,2026-02-25T15:30:00+00:00,short,66802.71905999999,67166.98508690599,357.5499999999998,0.24783259057793144,16555.890922289553,16.601029418843375,0.0,-106.87802252648778,-1.2061274758200335,8754.376253587447,stop
2026-02-25T17:45:00+00:00,2026-02-25T18:00:00+00:00,2026-02-25T18:15:00+00:00,short,68618.73744000001,69086.0167794583,460.3714285714294,0.19015898273168252,13048.46930792282,13.09289798984428,0.0,-101.95026183276416,-1.164563400973154,8652.425991754682,stop
2026-02-25T21:30:00+00:00,2026-02-25T21:45:00+00:00,2026-02-25T22:30:00+00:00,short,69176.98160999999,68518.25060708956,443.72142857142796,0.19499680282765205,13489.29024321728,13.425065023471788,0.0,115.02537446751414,1.329400269671505,8767.451366222196,target
2026-02-26T14:00:00+00:00,2026-02-26T14:15:00+00:00,2026-02-26T14:30:00+00:00,long,67962.69558999999,67733.17873758385,222.74285714285776,0.387011637345013,26302.35409866659,26.25794125224067,0.0,-115.08363410408539,-1.3126235812092533,8652.367732118111,stop
2026-02-26T14:45:00+00:00,2026-02-26T15:00:00+00:00,2026-02-26T15:00:00+00:00,long,67666.56598,67374.23502554487,285.5928571428573,0.30296162931659326,20500.37307955956,20.456090548428858,0.0,-109.02115280982994,-1.2600152488334129,8543.346579308281,stop
2026-02-27T12:45:00+00:00,2026-02-27T13:00:00+00:00,2026-02-27T15:45:00+00:00,long,65909.09025,66065.99274,331.0642857142863,0.25805702843710915,17008.303976908242,17.028548872070132,0.0,23.461241451715082,0.2746141834926547,8566.807820759997,time
2026-02-27T17:30:00+00:00,2026-02-27T17:45:00+00:00,2026-02-27T20:30:00+00:00,long,65387.33808,65596.53969,343.9214285714271,0.24909200500662626,16287.463144393325,16.313518368636082,0.0,35.79693011687912,0.41785611240317777,8602.604750876877,time
2026-02-27T22:30:00+00:00,2026-02-27T22:45:00+00:00,2026-02-27T23:30:00+00:00,long,65571.5565,65895.70555613573,220.49285714285568,0.3901534436239498,25582.968572257392,25.646202507506793,0.0,100.82166799129757,1.1719900066432862,8703.426418868175,target
2026-03-01T17:15:00+00:00,2026-03-01T17:30:00+00:00,2026-03-01T18:00:00+00:00,long,66003.69971,66547.44787110043,366.93571428571784,0.23719213148304158,15655.558219981514,15.720044612642212,0.0,113.25274070875382,1.3012431570999783,8816.67915957693,target
2026-03-01T22:45:00+00:00,2026-03-01T23:00:00+00:00,2026-03-01T23:00:00+00:00,long,65247.5241,65862.04437973285,414.07142857142856,0.2129265279180214,13892.928761860425,13.958352596609789,0.0,116.88931690211629,1.3257748726758165,8933.568476479046,target
2026-03-02T14:00:00+00:00,2026-03-02T14:15:00+00:00,2026-03-02T14:30:00+00:00,long,65526.65201,65925.91590194184,270.57142857142753,0.3301741253186566,21635.205012461738,21.70111831560835,0.0,110.12548797761325,1.2327155522181277,9043.69396445666,target
2026-03-02T15:45:00+00:00,2026-03-02T16:00:00+00:00,2026-03-02T16:00:00+00:00,short,69082.19109000001,69676.67948982329,587.5214285714256,0.1539296019627173,10633.794177196076,10.6795488585742,0.0,-102.18891161482497,-1.1299465905905899,8941.505052841834,stop
2026-03-02T16:45:00+00:00,2026-03-02T17:00:00+00:00,2026-03-02T17:30:00+00:00,short,69388.26048,68820.28133999999,730.0928571428552,0.12247079211038324,8498.035224147201,8.463254796558214,0.0,61.09760038141731,0.6833033143788132,9002.602653223252,data_gap
2026-03-03T05:00:00+00:00,2026-03-03T05:15:00+00:00,2026-03-03T05:30:00+00:00,long,68371.63648,68124.92330635201,239.9000000000004,0.37526480421939296,25657.468777826707,25.61117739242303,0.0,-118.1939481997823,-1.3128864257656052,8884.40870502347,stop
2026-03-03T06:00:00+00:00,2026-03-03T06:15:00+00:00,2026-03-03T07:30:00+00:00,long,67938.29315,68177.48157,225.6357142857149,0.39231521545916864,26653.22611507041,26.70014474333423,0.0,67.13711178430619,0.7556733825892674,8951.545816807777,data_gap
2026-03-03T09:00:00+00:00,2026-03-03T09:15:00+00:00,2026-03-03T09:15:00+00:00,long,67066.50598,66772.05667797342,287.77142857142877,0.31106443962298647,20862.00510014037,20.816208746574233,0.0,-112.40891587885183,-1.2557486514540137,8839.136900928925,stop
2026-03-03T14:45:00+00:00,2026-03-03T15:00:00+00:00,2026-03-03T15:30:00+00:00,long,66546.55399,67227.505567101,458.4499999999992,0.19280481843012195,12830.496259192258,12.896141631783589,0.0,118.3946035508808,1.3394362467498206,8957.531504479806,target
2026-03-04T09:45:00+00:00,2026-03-04T10:00:00+00:00,2026-03-04T11:15:00+00:00,short,71479.95129000001,71207.82007,545.0428571428586,0.16434545260230776,11747.404946745964,11.725043182486905,0.0,32.998485335632964,0.3683881582680439,8990.529989815439,data_gap
2026-03-04T14:15:00+00:00,2026-03-04T14:30:00+00:00,2026-03-04T14:30:00+00:00,short,71691.33015,72048.59143158642,350.05714285714413,0.2568303539369403,18412.509696634537,18.45838746733344,0.0,-110.21392886514033,-1.2258891187726615,8880.3160609503,stop
2026-03-04T15:30:00+00:00,2026-03-04T15:45:00+00:00,2026-03-04T15:45:00+00:00,short,72647.33454000001,73180.39470488258,525.7428571428578,0.16890987562266185,12270.852241469309,12.315871804544164,0.0,-102.35499795425444,-1.152605349311196,8777.961062996044,stop
2026-03-04T16:00:00+00:00,2026-03-04T16:15:00+00:00,2026-03-04T16:45:00+00:00,short,72792.72,73380.89306985713,580.8357142857141,0.15112640023850446,11000.901737169388,11.045345976551758,0.0,-99.93382474129078,-1.1384628391958478,8678.027238254754,stop
2026-03-04T17:15:00+00:00,2026-03-04T17:30:00+00:00,2026-03-04T18:30:00+00:00,short,72997.19955,73479.74724,662.7714285714277,0.1309354456778535,9557.920856314458,9.589512154739943,0.0,-72.7721090057076,-0.8385789420539186,8605.255129249046,data_gap
2026-03-05T07:45:00+00:00,2026-03-05T08:00:00+00:00,2026-03-05T09:00:00+00:00,long,72032.60253999999,72522.91023796028,331.7071428571414,0.25942326882466715,18686.93321287482,18.7505318257422,0.0,108.44669390901434,1.2602379857443942,8713.70182315806,target
2026-03-05T10:30:00+00:00,2026-03-05T10:45:00+00:00,2026-03-05T11:45:00+00:00,short,73251.07415999999,72847.284,367.2642857142845,0.23725971084313216,17379.528674150428,17.33162710584898,0.0,78.4715094970506,0.9005530725012874,8792.173332655111,data_gap
2026-03-05T15:30:00+00:00,2026-03-05T15:45:00+00:00,2026-03-05T16:00:00+00:00,long,71432.04248999999,70939.697810751,485.2499999999969,0.18118852823606735,12942.666647659325,12.898063043750334,0.0,-102.1052708617352,-1.1613200399781116,8690.068061793376,stop
2026-03-06T05:45:00+00:00,2026-03-06T06:00:00+00:00,2026-03-06T06:45:00+00:00,long,70403.43964,70802.17300032171,270.5428571428586,0.32120855651364083,22614.18722035964,22.678225503911023,0.0,105.39834159885956,1.2128597940705705,8795.466403392234,target
2026-03-08T18:15:00+00:00,2026-03-08T18:30:00+00:00,2026-03-08T19:00:00+00:00,long,66898.88922,66977.50158,199.31428571428427,0.3944220826059435,26386.399210176703,26.401902435551587,0.0,4.604548314216256,0.052351383122109074,8800.070951706452,data_gap
2026-03-09T03:15:00+00:00,2026-03-09T03:30:00+00:00,2026-03-09T04:15:00+00:00,short,67180.08132,67543.95371999999,438.7000000000002,0.20059427744942895,13475.939871379278,13.512435231960172,0.0,-86.50315639374834,-0.9829824880783969,8713.567795312703,data_gap
2026-03-09T05:45:00+00:00,2026-03-09T06:00:00+00:00,2026-03-09T06:30:00+00:00,short,67862.91303,67302.46046023157,378.1214285714294,0.2304436389186723,15638.576626254582,15.574000261445203,0.0,113.57872935731274,1.3034698532834075,8827.146524670015,target
2026-03-09T13:45:00+00:00,2026-03-09T14:00:00+00:00,2026-03-09T14:30:00+00:00,short,68933.106,69276.19721274286,336.16428571428594,0.26258430475188604,18100.751713398065,18.145796897180347,0.0,-108.23616446174569,-1.226173873507689,8718.91036020827,stop
2026-03-09T19:30:00+00:00,2026-03-09T19:45:00+00:00,2026-03-09T20:00:00+00:00,short,68916.00770999999,68969.69628,405.93571428571573,0.2147854956677084,14802.158875431962,14.807924638491535,0.0,-26.339450757634783,-0.3020956710123306,8692.570909450636,data_gap
2026-03-10T08:15:00+00:00,2026-03-10T08:30:00+00:00,2026-03-10T09:15:00+00:00,short,70803.21897,71104.13581546843,293.80714285714305,0.2958597542904938,20947.822967440232,20.992337559421312,0.0,-110.0215215215803,-1.2656959910670844,8582.549387929057,stop
2026-03-11T09:30:00+00:00,2026-03-11T09:45:00+00:00,2026-03-11T10:00:00+00:00,long,69532.9526,69454.0539,201.90714285714472,0.37029418715907036,25747.64816378717,25.733040298794965,0.0,-54.94877028320423,-0.640238323131435,8527.600617645852,data_gap
2026-03-12T11:45:00+00:00,2026-03-12T12:00:00+00:00,2026-03-12T12:30:00+00:00,short,70381.56114,70431.14241,298.96428571428777,0.28523810452046616,20075.503092764902,20.08257432650216,0.0,-34.22504180101822,-0.4013443327798161,8493.375575844833,data_gap
2026-03-13T10:45:00+00:00,2026-03-13T11:00:00+00:00,2026-03-13T12:45:00+00:00,short,72413.85789000001,72742.57353000001,255.3357142857151,0.33263562833755916,24087.429119586872,24.142100386314763,0.0,-133.48463384209597,-1.5716322991971103,8359.890942002738,data_gap
2026-03-13T14:30:00+00:00,2026-03-13T14:45:00+00:00,2026-03-13T15:00:00+00:00,short,72892.61000999999,72619.36121,390.807142857142,0.21391346332322955,15592.710657908608,15.563484859330153,0.0,42.88811229758348,0.513022389826882,8402.779054300321,data_gap
2026-03-15T04:15:00+00:00,2026-03-15T04:30:00+00:00,2026-03-15T05:15:00+00:00,short,71485.05078,71682.86120650657,190.64285714285714,0.3526378856536214,25208.337162900963,25.24321488818272,0.0,-94.9986654516982,-1.130562458417616,8307.780388848623,stop
2026-03-15T22:00:00+00:00,2026-03-15T22:15:00+00:00,2026-03-15T22:30:00+00:00,short,71760.92319,72357.33501000001,239.07142857142858,0.3473107655061352,24923.34116654587,25.026911289426426,0.0,-232.1671570505367,-2.7945750391063573,8075.613231798086,data_gap
2026-03-16T04:45:00+00:00,2026-03-16T05:00:00+00:00,2026-03-16T05:45:00+00:00,short,73792.02006,74191.90279414886,392.4642857142857,0.20576683091304618,15183.95011441813,15.225091415889459,0.0,-97.50769435854556,-1.2074339317614255,7978.105537439541,stop
2026-03-16T13:30:00+00:00,2026-03-16T13:45:00+00:00,2026-03-16T13:45:00+00:00,short,74038.29543,74343.58618811442,297.8571428571439,0.2678500660051635,19831.162317835293,19.872048392691152,0.0,-101.64419810440616,-1.274039276961325,7876.461339335135,stop
2026-03-17T00:15:00+00:00,2026-03-17T00:30:00+00:00,2026-03-17T00:45:00+00:00,short,75041.09514,75291.42838999999,397.97142857142796,0.19791524651929798,14851.776843711195,14.876549227154058,0.0,-64.42131611287745,-0.8178966840242925,7812.040023222257,data_gap
2026-03-18T13:00:00+00:00,2026-03-18T13:15:00+00:00,2026-03-18T13:45:00+00:00,long,72407.24,72084.9165017143,315.11428571428615,0.2479113254264019,17950.574838867586,17.910621016029545,0.0,-97.81826669211456,-1.252147536384064,7714.221756530143,stop
2026-03-19T15:45:00+00:00,2026-03-19T16:00:00+00:00,2026-03-19T16:15:00+00:00,long,69379.73728,69490.25028,490.7857142857153,0.1571810574755083,10905.180473043347,10.913865748145742,0.0,6.456684456643812,0.08369845540385436,7720.678440986786,data_gap
2026-03-19T19:15:00+00:00,2026-03-19T19:30:00+00:00,2026-03-19T19:45:00+00:00,short,70236.07569000001,70240.12331000001,368.0928571428573,0.20974811901852203,14731.884763220045,14.732309253560796,0.0,-15.581289935062031,-0.20181244503521345,7705.097151051724,data_gap
2026-03-20T03:30:00+00:00,2026-03-20T03:45:00+00:00,2026-03-20T03:45:00+00:00,short,70538.74542,70756.46321597058,210.64285714285612,0.3276963789974246,23115.291453155172,23.1509641198466,0.0,-94.49629750270353,-1.2264127972715444,7610.60085354902,stop
2026-03-20T17:30:00+00:00,2026-03-20T17:45:00+00:00,2026-03-20T17:45:00+00:00,long,69548.45415,70018.06592887072,317.7428571428588,0.23952075341625245,16658.29813694369,16.71453902048782,0.0,95.76722806777352,1.2583399117970402,7706.3680816167935,target
2026-03-21T15:15:00+00:00,2026-03-21T15:30:00+00:00,2026-03-21T15:45:00+00:00,long,70644.96379,70622.03709000001,141.28992757999998,0.32725764165687005,23119.10424485038,23.115352775963895,0.0,-30.6182905489325,-0.39731155097523957,7675.749791067861,data_gap
2026-03-23T05:15:00+00:00,2026-03-23T05:30:00+00:00,2026-03-23T06:00:00+00:00,short,68653.03400999999,68579.55726999999,227.0,0.3354148830458016,23027.249373203584,23.01492677712674,0.0,1.630265376559441,0.021239167780801725,7677.380056444421,data_gap
2026-03-24T17:45:00+00:00,2026-03-24T18:00:00+00:00,2026-03-24T18:15:00+00:00,long,69211.9205,69376.56165,348.6428571428582,0.22020758203282437,15240.989661153068,15.25911727592537,0.0,20.996112268680456,0.27348017311004735,7698.376168713101,data_gap
2026-03-25T10:45:00+00:00,2026-03-25T11:00:00+00:00,2026-03-25T11:15:00+00:00,short,71455.55373,71688.40756823015,225.68571428571573,0.3232097059020202,23095.128506139303,23.132758816425564,0.0,-98.39337938894846,-1.2781056320530046,7599.982789324153,stop
2026-03-26T06:00:00+00:00,2026-03-26T06:15:00+00:00,2026-03-26T07:15:00+00:00,long,70049.10421,69927.40655999999,209.32142857142753,0.32548522390265777,22799.948367972458,22.780142974543118,0.0,-62.39092983322575,-0.820935146338325,7537.591859490927,data_gap
2026-03-26T09:45:00+00:00,2026-03-26T10:00:00+00:00,2026-03-26T10:15:00+00:00,long,69544.55376000001,69612.83802000001,215.80714285714203,0.3251552329533961,22612.77557847278,22.623877070706456,0.0,-0.4208926033560747,-0.005583913419590496,7537.170966887571,data_gap
2026-03-26T15:15:00+00:00,2026-03-26T15:30:00+00:00,2026-03-26T16:00:00+00:00,long,69005.79989,68992.30008,287.46428571428777,0.26219503922580506,18092.978408966603,18.09120861736036,0.0,-21.63079182984967,-0.28698820717850815,7515.540175057721,data_gap
2026-03-26T18:00:00+00:00,2026-03-26T18:15:00+00:00,2026-03-26T18:15:00+00:00,long,68436.14293,68137.11425142128,292.21428571428675,0.2571927705959612,17601.2812090679,17.562827201902245,0.0,-94.47084153321175,-1.2570066732759657,7421.06933352451,stop
2026-03-28T15:15:00+00:00,2026-03-28T15:30:00+00:00,2026-03-28T16:15:00+00:00,short,66987.40059,67045.60389,232.97857142857018,0.31853012438097833,21337.505041891123,21.346774794085313,0.0,-39.88627918246672,-0.537473474372236,7381.183054342043,data_gap
2026-03-30T11:15:00+00:00,2026-03-30T11:30:00+00:00,2026-03-30T12:00:00+00:00,short,67649.13441,67827.42361701242,171.50714285713912,0.327329379099237,22143.549163026128,22.172728810741866,0.0,-80.53202424221318,-1.0910449402123898,7300.65103009983,stop
2026-03-30T13:15:00+00:00,2026-03-30T13:30:00+00:00,2026-03-30T13:30:00+00:00,short,67831.31619000001,68015.07416019043,176.95714285713933,0.3228885169933997,21901.95309029949,21.93161975953974,0.0,-81.26495824004111,-1.1131193355906766,7219.386071859789,stop
2026-03-30T18:30:00+00:00,2026-03-30T18:45:00+00:00,2026-03-30T19:00:00+00:00,long,66717.97113,66391.46019000001,272.2642857142855,0.2651609649396257,17691.00160364489,17.647712625688023,0.0,-104.22566853943036,-1.4436915757378348,7115.1604033203585,data_gap
2026-03-31T01:30:00+00:00,2026-03-31T01:45:00+00:00,2026-03-31T02:00:00+00:00,short,67886.51067,67890.28835,281.82142857142964,0.2524705250196037,17139.34299060383,17.139819867030308,0.0,-18.09357271998617,-0.2542960621315386,7097.066830600373,data_gap
2026-03-31T17:15:00+00:00,2026-03-31T17:30:00+00:00,2026-03-31T17:45:00+00:00,short,67995.59976,67500.64938999999,554.1071428571439,0.12808112875076383,8708.953167345966,8.67725626631336,0.0,54.71654579889559,0.770974081334202,7151.7833763992685,data_gap
2026-04-01T07:00:00+00:00,2026-04-01T07:15:00+00:00,2026-04-01T07:45:00+00:00,short,69138.88542,68658.76518999999,252.23571428571555,0.2835357156559603,19603.34335721514,19.53527774070816,0.0,116.59595527325034,1.6303060249002295,7268.379331672519,data_gap
2026-04-02T11:15:00+00:00,2026-04-02T11:30:00+00:00,2026-04-02T11:45:00+00:00,long,66422.14155,66225.41120370214,190.1071428571408,0.32828116477701186,21805.137995017554,21.77284656140273,0.0,-86.35571379104904,-1.1881013613963076,7182.023617881469,stop
2026-04-02T12:00:00+00:00,2026-04-02T12:15:00+00:00,2026-04-02T12:15:00+00:00,long,66145.91393,65952.28947003557,187.02857142856894,0.3257354774241368,21546.070853644407,21.51453567569066,0.0,-84.58489158319392,-1.177730624173922,7097.4387262982755,stop
2026-04-02T13:15:00+00:00,2026-04-02T13:30:00+00:00,2026-04-02T13:30:00+00:00,long,66117.51109,65897.6563796053,213.26428571428445,0.3220374727946346,21292.316178894827,21.256915451236075,0.0,-92.0583707687434,-1.2970646781019435,7005.380355529532,stop
2026-04-02T14:45:00+00:00,2026-04-02T15:00:00+00:00,2026-04-02T16:15:00+00:00,short,66815.61777,66843.28366,324.87857142857166,0.21563073011325853,14407.50044271351,14.410483250743479,0.0,-20.376099310677407,-0.2908635688081378,6985.004256218855,data_gap
2026-04-02T17:15:00+00:00,2026-04-02T17:30:00+00:00,2026-04-02T17:45:00+00:00,short,67195.07982,66712.63255905343,326.0785714285708,0.2142123055071393,14394.012966978451,14.342339896951966,0.0,89.00380015601806,1.274212540053596,7074.0080563748725,target
2026-04-03T12:30:00+00:00,2026-04-03T12:45:00+00:00,2026-04-03T13:00:00+00:00,short,66830.01633,66592.06772806156,163.07142857142648,0.3175522816623651,21222.02416912462,21.18424360839266,0.0,54.376877855527205,0.7686855517011248,7128.384934230399,target
2026-04-04T11:00:00+00:00,2026-04-04T11:15:00+00:00,2026-04-04T12:00:00+00:00,short,67128.08652,67091.10844,134.25617304,0.3185723876744163,21385.1548026912,21.379264705072593,0.0,-9.599069467856765,-0.13465980802695116,7118.785864762543,data_gap
2026-04-05T15:30:00+00:00,2026-04-05T15:45:00+00:00,2026-04-05T16:00:00+00:00,short,67404.05892000001,67319.83131000001,182.6857142857147,0.3168408243728303,21356.357594287627,21.34301422159395,0.0,5.343731165759843,0.07506520447834951,7124.1295959283025,data_gap
2026-04-07T11:00:00+00:00,2026-04-07T11:15:00+00:00,2026-04-07T12:00:00+00:00,long,68316.23094,68077.57964404885,231.84285714285943,0.30728268637314454,20992.39496613133,20.95572826046818,0.0,-94.28913958676856,-1.323518028653749,7029.840456341534,stop
2026-04-07T15:00:00+00:00,2026-04-07T15:15:00+00:00,2026-04-07T16:00:00+00:00,long,67873.68668999999,68300.76307347385,289.27142857142877,0.24301883151953532,16494.584030326834,16.546477832167536,0.0,87.24112584923913,1.2410114623659767,7117.081582190774,target
2026-04-09T00:45:00+00:00,2026-04-09T01:00:00+00:00,2026-04-09T01:00:00+00:00,long,70786.0779,70566.7062379243,212.31428571428737,0.30163056606604727,21351.24474657232,21.318160147266948,0.0,-87.48735875801121,-1.22925889984081,7029.594223432762,stop
2026-04-09T01:15:00+00:00,2026-04-09T01:30:00+00:00,2026-04-09T02:00:00+00:00,long,70598.55915,70790.32026,234.03571428571635,0.2987140661821607,21088.782670298286,21.11742354075014,0.0,36.16431736295212,0.5144581068762174,7065.758540795714,data_gap
