number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
16,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.16,2024-04-09T15:30:00,2024-04-09T15:56:32,2345.869,2339.332,103.71,Win,Precomputed native MT5 deals,ORB RV 1.76 BV 2.55,tp 2339.340,xau-orb-london-ny-overlap-m30,standard,3y,65.37,pips,0.1,0.96,107.8,1.0,True,2024-04-09 15:30:00+00:00,2024-04-09 15:56:32+00:00,1.9319412219644239,2.2443845462713385,2.2443845462713385,0.8631651693158259,ORB,xau-orb-london-ny-overlap-m30
17,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.23,2024-04-12T15:30:00,2024-04-12T15:31:20,2395.401,2390.686,107.17,Win,Precomputed native MT5 deals,ORB RV 2.35 BV 5.07,tp 2390.701,xau-orb-london-ny-overlap-m30,standard,3y,47.15,pips,0.1,0.98,108.84,1.0,True,2024-04-12 15:30:00+00:00,2024-04-12 15:31:20+00:00,5.32674490426189,7.086277732128184,7.558282208588957,1.5634517766497462,ORB,xau-orb-london-ny-overlap-m30
18,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.2,2024-04-22T15:30:00,2024-04-22T16:00:00,2334.225,2334.951,-15.62,Loss,Precomputed native MT5 deals,ORB RV 1.48 BV 1.13,,xau-orb-london-ny-overlap-m30,standard,3y,-7.26,pips,0.1,-0.14,109.91,1.0,True,2024-04-22 15:30:00+00:00,2024-04-22 16:00:00+00:00,0.6931585415813192,1.0273224043715847,1.2216606498194946,0.7790055248618785,ORB,xau-orb-london-ny-overlap-m30
19,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.26,2024-05-15T15:00:00,2024-05-15T15:07:58,2373.93,2378.025,105.04,Win,Precomputed native MT5 deals,ORB RV 1.60 BV 2.09,tp 2378.023,xau-orb-london-ny-overlap-m30,standard,3y,40.95,pips,0.1,0.96,109.75,1.0,True,2024-05-15 15:00:00+00:00,2024-05-15 15:07:58+00:00,1.0877626699629173,0.8,0.8623223909848113,0.6418672501823487,ORB,xau-orb-london-ny-overlap-m30
20,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.23,2024-06-25T15:30:00,2024-06-25T15:32:04,2320.957,2316.231,107.43,Win,Precomputed native MT5 deals,ORB RV 0.92 BV 1.58,tp 2316.232,xau-orb-london-ny-overlap-m30,standard,3y,47.26,pips,0.1,0.97,110.8,1.0,True,2024-06-25 15:30:00+00:00,2024-06-25 15:32:04+00:00,1.1325301204819278,1.01878612716763,0.90153452685422,0.9546377792823291,ORB,xau-orb-london-ny-overlap-m30
21,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.42,2024-07-02T14:30:00,2024-07-02T14:44:29,2326.541,2323.862,110.21,Win,Precomputed native MT5 deals,ORB RV 0.70 BV 3.62,tp 2323.899,xau-orb-london-ny-overlap-m30,standard,3y,26.79,pips,0.1,0.99,111.88,1.0,True,2024-07-02 14:30:00+00:00,2024-07-02 14:44:29+00:00,1.3734939759036144,1.2970922882427307,1.1085899513776336,1.06875,ORB,xau-orb-london-ny-overlap-m30
22,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.27,2024-08-20T14:30:00,2024-08-20T14:35:41,2523.152,2527.205,-110.93,Loss,Precomputed native MT5 deals,ORB RV 1.07 BV 2.75,sl 2527.202,xau-orb-london-ny-overlap-m30,standard,3y,-40.53,pips,0.1,-0.98,112.98,1.0,True,2024-08-20 14:30:00+00:00,2024-08-20 14:35:41+00:00,2.0240184757505775,1.9286971830985915,2.2751817237798546,1.874251497005988,ORB,xau-orb-london-ny-overlap-m30
23,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.37,2024-08-27T14:00:00,2024-08-27T14:01:27,2512.426,2509.4,-114.0,Loss,Precomputed native MT5 deals,ORB RV 0.84 BV 2.20,sl 2509.403,xau-orb-london-ny-overlap-m30,standard,3y,-30.26,pips,0.1,-1.02,111.87,1.0,True,2024-08-27 14:00:00+00:00,2024-08-27 14:01:27+00:00,0.8638458315877671,0.870777027027027,0.973100519112789,1.0650826446280992,ORB,xau-orb-london-ny-overlap-m30
24,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.44,2024-09-17T14:30:00,2024-09-17T14:36:26,2578.69,2576.182,-112.77,Loss,Precomputed native MT5 deals,ORB RV 0.93 BV 2.08,sl 2576.185,xau-orb-london-ny-overlap-m30,standard,3y,-25.08,pips,0.1,-1.02,110.73,1.0,True,2024-09-17 14:30:00+00:00,2024-09-17 14:36:26+00:00,0.5679685134726007,0.5679685134726007,0.6538863715580342,0.7060594655626646,ORB,xau-orb-london-ny-overlap-m30
25,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.18,2024-09-19T14:30:00,2024-09-19T14:50:38,2580.335,2580.326,-1.15,Loss,Precomputed native MT5 deals,ORB RV 1.71 BV 2.11,sl 2580.335,xau-orb-london-ny-overlap-m30,standard,3y,-0.09,pips,0.1,-0.01,109.6,1.0,True,2024-09-19 14:30:00+00:00,2024-09-19 14:50:38+00:00,0.9780701754385965,0.9780701754385965,1.0881840362495643,0.7723899059871351,ORB,xau-orb-london-ny-overlap-m30
26,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.24,2024-10-02T15:00:00,2024-10-02T15:07:16,2648.225,2643.676,107.86,Win,Precomputed native MT5 deals,ORB RV 0.82 BV 2.37,tp 2643.683,xau-orb-london-ny-overlap-m30,standard,3y,45.49,pips,0.1,0.98,109.59,1.0,True,2024-10-02 15:00:00+00:00,2024-10-02 15:07:16+00:00,1.4424937298459333,1.799731783638802,1.8777985074626866,1.4166080225193525,ORB,xau-orb-london-ny-overlap-m30
27,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.16,2024-10-07T15:30:00,2024-10-07T15:56:37,2646.048,2646.046,-0.91,Loss,Precomputed native MT5 deals,ORB RV 1.22 BV 1.66,sl 2646.048,xau-orb-london-ny-overlap-m30,standard,3y,-0.02,pips,0.1,-0.01,110.67,1.0,True,2024-10-07 15:30:00+00:00,2024-10-07 15:56:37+00:00,0.6799220272904484,0.8257575757575758,0.9073881373569199,0.7043618739903069,ORB,xau-orb-london-ny-overlap-m30
28,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.36,2024-10-14T14:30:00,2024-10-14T14:51:29,2649.45,2646.437,106.49,Win,Precomputed native MT5 deals,ORB RV 0.68 BV 2.38,tp 2646.452,xau-orb-london-ny-overlap-m30,standard,3y,30.13,pips,0.1,0.96,110.66,1.0,True,2024-10-14 14:30:00+00:00,2024-10-14 14:51:29+00:00,0.6009188361408883,0.7004641199571582,0.6260370134014039,0.8181818181818182,ORB,xau-orb-london-ny-overlap-m30
29,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.27,2024-11-12T15:30:00,2024-11-12T15:39:32,2603.399,2599.264,110.15,Win,Precomputed native MT5 deals,ORB RV 1.45 BV 1.23,tp 2599.274,xau-orb-london-ny-overlap-m30,standard,3y,41.35,pips,0.1,0.99,111.72,1.0,True,2024-11-12 15:30:00+00:00,2024-11-12 15:39:32+00:00,0.9908766362554542,1.09130624726955,1.1640260950605779,0.9480075901328273,ORB,xau-orb-london-ny-overlap-m30
30,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.23,2024-11-15T14:30:00,2024-11-15T14:37:28,2573.272,2568.443,-112.34,Loss,Precomputed native MT5 deals,ORB RV 1.31 BV 2.47,sl 2568.448,xau-orb-london-ny-overlap-m30,standard,3y,-48.29,pips,0.1,-1.0,112.83,1.0,True,2024-11-15 14:30:00+00:00,2024-11-15 14:37:28+00:00,1.2341085271317829,1.18364312267658,1.1125087351502445,0.9793909566287297,ORB,xau-orb-london-ny-overlap-m30
31,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.33,2025-01-14T15:30:00,2025-01-14T16:00:00,2671.33,2671.85,15.34,Win,Precomputed native MT5 deals,ORB RV 1.26 BV 2.10,,xau-orb-london-ny-overlap-m30,standard,3y,5.2,pips,0.1,0.14,111.7,1.0,True,2025-01-14 15:30:00+00:00,2025-01-14 16:00:00+00:00,1.2269536733738886,1.3684759916492693,1.2740524781341107,0.8110114444788122,ORB,xau-orb-london-ny-overlap-m30
32,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.36,2025-01-15T15:00:00,2025-01-15T15:02:32,2681.959,2678.859,109.62,Win,Precomputed native MT5 deals,ORB RV 1.69 BV 4.38,tp 2678.860,xau-orb-london-ny-overlap-m30,standard,3y,31.0,pips,0.1,0.98,111.86,1.0,True,2025-01-15 15:00:00+00:00,2025-01-15 15:02:32+00:00,2.4179651695692024,2.870511425462459,2.548792270531401,0.9852474323062559,ORB,xau-orb-london-ny-overlap-m30
33,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.23,2025-02-03T14:30:00,2025-02-03T14:44:14,2814.472,2819.372,111.43,Win,Precomputed native MT5 deals,ORB RV 1.12 BV 1.21,tp 2819.369,xau-orb-london-ny-overlap-m30,standard,3y,49.0,pips,0.1,0.99,112.95,1.0,True,2025-02-03 14:30:00+00:00,2025-02-03 14:44:14+00:00,0.8510108864696734,0.8663711209626346,1.2749301025163093,1.0831353919239906,ORB,xau-orb-london-ny-overlap-m30
34,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.59,2025-02-05T15:00:00,2025-02-05T15:00:15,2871.13,2873.05,110.03,Win,Precomputed native MT5 deals,ORB RV 0.89 BV 2.67,tp 2873.047,xau-orb-london-ny-overlap-m30,standard,3y,19.2,pips,0.1,0.96,114.07,1.0,True,2025-02-05 15:00:00+00:00,2025-02-05 15:00:15+00:00,1.3818663136995368,1.412242137301319,1.9138405132905592,1.0398406374501992,ORB,xau-orb-london-ny-overlap-m30
35,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.22,2025-03-28T15:30:00,2025-03-28T15:57:25,3079.933,3085.061,111.6,Win,Precomputed native MT5 deals,ORB RV 1.64 BV 2.43,tp 3085.047,xau-orb-london-ny-overlap-m30,standard,3y,51.28,pips,0.1,0.97,115.17,1.0,True,2025-03-28 15:30:00+00:00,2025-03-28 15:57:25+00:00,1.3165165165165165,1.06511175898931,0.8512621359223301,0.5018315018315018,ORB,xau-orb-london-ny-overlap-m30
36,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.05,2025-04-03T14:00:00,2025-04-03T14:09:38,3086.834,3106.602,98.56,Win,Precomputed native MT5 deals,ORB RV 2.48 BV 2.68,tp 3106.601,xau-orb-london-ny-overlap-m30,standard,3y,197.68,pips,0.1,0.85,116.28,1.0,True,2025-04-03 14:00:00+00:00,2025-04-03 14:09:38+00:00,2.2659945715393564,2.0505263157894738,1.975659229208925,0.7653221581980094,ORB,xau-orb-london-ny-overlap-m30
37,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.06,2025-04-04T14:00:00,2025-04-04T14:15:38,3061.882,3042.662,114.99,Win,Precomputed native MT5 deals,ORB RV 2.86 BV 3.27,tp 3042.677,xau-orb-london-ny-overlap-m30,standard,3y,192.2,pips,0.1,0.98,117.27,1.0,True,2025-04-04 14:00:00+00:00,2025-04-04 14:15:38+00:00,2.7053883834849546,2.712982456140351,2.6139283299526705,0.9689223057644111,ORB,xau-orb-london-ny-overlap-m30
38,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.11,2025-04-10T14:00:00,2025-04-10T14:01:39,3116.942,3127.359,-115.2,Loss,Precomputed native MT5 deals,ORB RV 1.37 BV 2.62,sl 3127.334,xau-orb-london-ny-overlap-m30,standard,3y,-104.17,pips,0.1,-0.97,118.42,1.0,True,2025-04-10 14:00:00+00:00,2025-04-10 14:01:39+00:00,1.2737516005121639,1.6815415821501014,1.6815415821501014,1.1495262306447884,ORB,xau-orb-london-ny-overlap-m30
39,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.11,2025-04-11T15:30:00,2025-04-11T16:00:00,3239.34,3240.625,13.53,Win,Precomputed native MT5 deals,ORB RV 1.38 BV 0.93,,xau-orb-london-ny-overlap-m30,standard,3y,12.85,pips,0.1,0.12,117.27,1.0,True,2025-04-11 15:30:00+00:00,2025-04-11 16:00:00+00:00,0.7154150197628458,0.9580943978826643,0.8656835392586688,0.5180062008108752,ORB,xau-orb-london-ny-overlap-m30
40,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.16,2025-04-14T15:00:00,2025-04-14T15:37:29,3211.305,3204.242,-113.89,Loss,Precomputed native MT5 deals,ORB RV 1.25 BV 1.15,sl 3204.250,xau-orb-london-ny-overlap-m30,standard,3y,-70.63,pips,0.1,-0.97,117.4,1.0,True,2025-04-14 15:00:00+00:00,2025-04-14 15:37:29+00:00,0.701628664495114,0.8019359642591214,0.7309127926705123,0.5184115523465704,ORB,xau-orb-london-ny-overlap-m30
41,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.12,2025-04-16T15:30:00,2025-04-16T15:42:29,3314.19,3323.89,115.74,Win,Precomputed native MT5 deals,ORB RV 1.09 BV 1.24,tp 3323.868,xau-orb-london-ny-overlap-m30,standard,3y,97.0,pips,0.1,1.0,116.26,1.0,True,2025-04-16 15:30:00+00:00,2025-04-16 15:42:29+00:00,0.7713519724243585,0.9179580674567,0.8264259335248256,0.6434504792332268,ORB,xau-orb-london-ny-overlap-m30
42,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.17,2025-05-06T15:30:00,2025-05-06T16:00:00,3396.779,3395.159,-28.48,Loss,Precomputed native MT5 deals,ORB RV 1.14 BV 0.93,,xau-orb-london-ny-overlap-m30,standard,3y,-16.2,pips,0.1,-0.24,117.42,1.0,True,2025-05-06 15:30:00+00:00,2025-05-06 16:00:00+00:00,0.6170212765957447,0.6361974405850092,0.7317073170731707,0.5345622119815668,ORB,xau-orb-london-ny-overlap-m30
43,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.13,2025-05-07T14:30:00,2025-05-07T16:00:00,3383.109,3385.36,-29.98,Loss,Precomputed native MT5 deals,ORB RV 0.80 BV 2.09,,xau-orb-london-ny-overlap-m30,standard,3y,-22.51,pips,0.1,-0.26,117.14,1.0,True,2025-05-07 14:30:00+00:00,2025-05-07 16:00:00+00:00,0.7704443860110439,0.7704443860110439,0.8448673587081892,0.7747223691168694,ORB,xau-orb-london-ny-overlap-m30
44,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.19,2025-05-09T14:00:00,2025-05-09T14:02:27,3330.794,3324.747,113.85,Win,Precomputed native MT5 deals,ORB RV 0.69 BV 1.63,tp 3324.748,xau-orb-london-ny-overlap-m30,standard,3y,60.47,pips,0.1,0.97,116.84,1.0,True,2025-05-09 14:00:00+00:00,2025-05-09 14:02:27+00:00,0.6237251744498121,0.614002642007926,0.6238926174496644,0.9555921052631579,ORB,xau-orb-london-ny-overlap-m30
45,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.15,2025-05-13T15:30:00,2025-05-13T15:57:38,3247.929,3255.342,110.36,Win,Precomputed native MT5 deals,ORB RV 1.05 BV 1.26,tp 3255.332,xau-orb-london-ny-overlap-m30,standard,3y,74.13,pips,0.1,0.94,117.97,1.0,True,2025-05-13 15:30:00+00:00,2025-05-13 15:57:38+00:00,0.8541498791297341,0.8073115003808073,0.8888888888888888,0.6883116883116883,ORB,xau-orb-london-ny-overlap-m30
46,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.12,2025-05-21T15:30:00,2025-05-21T16:00:00,3311.886,3312.036,1.14,Win,Precomputed native MT5 deals,ORB RV 0.71 BV 1.26,,xau-orb-london-ny-overlap-m30,standard,3y,1.5,pips,0.1,0.01,119.08,1.0,True,2025-05-21 15:30:00+00:00,2025-05-21 16:00:00+00:00,1.0084530853761624,0.9613215149073328,0.9456995640110979,0.8886405959031657,ORB,xau-orb-london-ny-overlap-m30
47,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.14,2025-06-04T14:00:00,2025-06-04T14:07:12,3352.832,3360.801,-112.33,Loss,Precomputed native MT5 deals,ORB RV 0.94 BV 1.91,sl 3360.781,xau-orb-london-ny-overlap-m30,standard,3y,-79.69,pips,0.1,-0.94,119.09,1.0,True,2025-06-04 14:00:00+00:00,2025-06-04 14:07:12+00:00,0.5907764156450671,0.5394456289978679,0.5347424042272126,0.7104247104247104,ORB,xau-orb-london-ny-overlap-m30
48,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.12,2025-06-12T15:00:00,2025-06-12T15:18:57,3383.887,3383.902,-0.84,Loss,Precomputed native MT5 deals,ORB RV 1.14 BV 1.35,sl 3383.887,xau-orb-london-ny-overlap-m30,standard,3y,-0.15,pips,0.1,-0.01,117.97,1.0,True,2025-06-12 15:00:00+00:00,2025-06-12 15:18:57+00:00,0.9241280115066522,1.021056813667064,0.9749620637329287,0.5908045977011495,ORB,xau-orb-london-ny-overlap-m30
49,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.2,2025-06-17T14:30:00,2025-06-17T14:33:34,3383.824,3377.955,116.28,Win,Precomputed native MT5 deals,ORB RV 1.07 BV 5.09,tp 3377.969,xau-orb-london-ny-overlap-m30,standard,3y,58.69,pips,0.1,0.99,117.96,1.0,True,2025-06-17 14:30:00+00:00,2025-06-17 14:33:34+00:00,1.3787671232876713,1.3693877551020408,1.1964338781575037,1.2248250684514754,ORB,xau-orb-london-ny-overlap-m30
50,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.22,2025-06-25T14:30:00,2025-06-25T15:33:36,3322.08,3322.063,-1.58,Loss,Precomputed native MT5 deals,ORB RV 0.68 BV 1.83,sl 3322.080,xau-orb-london-ny-overlap-m30,standard,3y,-0.17,pips,0.1,-0.01,119.12,1.0,True,2025-06-25 14:30:00+00:00,2025-06-25 15:33:36+00:00,0.5640038498556305,0.5867823765020027,0.5224368499257058,0.8272941176470588,ORB,xau-orb-london-ny-overlap-m30
51,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.26,2025-07-16T15:00:00,2025-07-16T15:01:04,3338.366,3342.877,115.85,Win,Precomputed native MT5 deals,ORB RV 0.72 BV 4.39,tp 3342.863,xau-orb-london-ny-overlap-m30,standard,3y,45.11,pips,0.1,0.97,119.1,1.0,True,2025-07-16 15:00:00+00:00,2025-07-16 15:01:04+00:00,7.159633027522935,6.813736903376019,5.693579766536965,4.71256038647343,ORB,xau-orb-london-ny-overlap-m30
52,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.16,2025-08-11T14:30:00,2025-08-11T14:38:39,3352.066,3344.926,113.36,Win,Precomputed native MT5 deals,ORB RV 0.81 BV 1.18,tp 3344.929,xau-orb-london-ny-overlap-m30,standard,3y,71.4,pips,0.1,0.94,120.26,1.0,True,2025-08-11 14:30:00+00:00,2025-08-11 14:38:39+00:00,0.6008937779305603,0.8632098765432099,0.75118177911474,0.7992684042066758,ORB,xau-orb-london-ny-overlap-m30
