symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
XAGUSD,30,1.3043478260869565,2025-12,2025-12-18,2025-12-19 00:45:00,2025-12-19 01:00:00,SELL,65.39,65.601,65.114783,65.114783,win,1.3043,1376.09,65.601,65.39,1.2396
BTCUSD,30,1.3043478260869565,2025-12,2025-12-19,2025-12-20 00:45:00,2025-12-20 02:30:00,SELL,87964.29,88138.72,87736.772609,88138.72,loss,-1.0,-174.43,88138.72,87964.29,0.7215
BTCUSD,30,1.3043478260869565,2025-12,2025-12-20,2025-12-21 00:30:00,2025-12-21 01:00:00,BUY,88381.32,88259.08,88540.763478,88259.08,loss,-1.0,-122.24,88381.32,88259.08,1.3031
AUDUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 02:15:00,BUY,0.66155,0.66102,0.662241,0.662241,win,1.3043,69.13,0.66155,0.66102,1.3766
EURGBP,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 07:00:00,SELL,0.87476,0.87531,0.874043,0.8745,timeout,0.4727,26.0,0.87531,0.87476,2.0104
GBPJPY,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 01:00:00,BUY,210.963,210.788,211.191261,210.788,loss,-1.0,-17500.0,210.963,210.788,1.3787
NZDUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 07:00:00,BUY,0.57619,0.57553,0.577051,0.577051,win,1.3043,86.09,0.57619,0.57553,1.6412
US30,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 07:00:00,SELL,48236.1,48285.7,48171.404348,48238.7,timeout,-0.0524,-2.6,48285.7,48236.1,1.1103
USDCAD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 01:45:00,BUY,1.37941,1.37899,1.379958,1.379958,win,1.3043,54.78,1.37941,1.37899,0.6144
USDCHF,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 07:00:00,SELL,0.79453,0.79547,0.793304,0.79499,timeout,-0.4894,-46.0,0.79547,0.79453,1.4367
USDJPY,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 01:00:00,BUY,157.654,157.506,157.847043,157.506,loss,-1.0,-14800.0,157.654,157.506,1.258
XAUUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:30:00,2025-12-22 01:30:00,BUY,4365.322,4355.314,4378.375913,4378.375913,win,1.3043,1305.39,4365.322,4355.314,2.3873
BTCUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:45:00,2025-12-22 07:00:00,SELL,88638.52,89597.66,87387.467826,89113.3,timeout,-0.495,-474.78,89597.66,88638.52,5.4395
EURJPY,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:45:00,2025-12-22 01:00:00,BUY,184.633,184.481,184.831261,184.481,loss,-1.0,-15200.0,184.633,184.481,1.6496
EURUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:45:00,2025-12-22 07:00:00,BUY,1.17156,1.17092,1.172395,1.1716,timeout,0.0625,4.0,1.17156,1.17092,1.3393
GBPUSD,30,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:45:00,2025-12-22 07:00:00,BUY,1.33893,1.33782,1.340378,1.33965,timeout,0.6486,72.0,1.33893,1.33782,1.4957
BTCUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:30:00,BUY,88659.22,88435.06,88951.602609,88435.06,loss,-1.0,-224.16,88659.22,88435.06,0.9375
EURJPY,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:45:00,SELL,184.377,184.552,184.148739,184.148739,win,1.3043,22826.09,184.552,184.377,2.3763
EURUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:30:00,BUY,1.17676,1.17624,1.177438,1.177438,win,1.3043,67.83,1.17676,1.17624,1.78
GBPUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 03:00:00,BUY,1.34758,1.34673,1.348689,1.348689,win,1.3043,110.87,1.34758,1.34673,2.474
NZDUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 07:00:00,BUY,0.58066,0.5794,0.582303,0.58159,timeout,0.7381,93.0,0.58066,0.5794,5.9195
US30,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 02:00:00,BUY,48417.7,48404.3,48435.178261,48435.178261,win,1.3043,17.48,48417.7,48404.3,0.6869
USDCAD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 04:15:00,SELL,1.3742,1.37491,1.373274,1.373274,win,1.3043,92.61,1.37491,1.3742,2.2746
USDCHF,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:45:00,SELL,0.79102,0.7915,0.790394,0.790394,win,1.3043,62.61,0.7915,0.79102,2.8354
USDJPY,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:15:00,SELL,156.753,156.923,156.531261,156.531261,win,1.3043,22173.91,156.923,156.753,2.3992
XAGUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:00:00,BUY,69.198,68.992,69.466696,69.466696,win,1.3043,1343.48,69.198,68.992,1.6965
XAUUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:00:00,BUY,4468.614,4458.105,4482.321391,4482.321391,win,1.3043,1370.74,4468.614,4458.105,1.9767
EURGBP,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:45:00,2025-12-23 03:00:00,BUY,0.87339,0.87313,0.873729,0.87313,loss,-1.0,-26.0,0.87339,0.87313,1.4797
GBPJPY,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:45:00,2025-12-23 01:00:00,SELL,211.118,211.298,210.883217,210.883217,win,1.3043,23478.26,211.298,211.118,1.931
AUDUSD,30,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 01:30:00,SELL,0.66571,0.66659,0.664562,0.66659,loss,-1.0,-88.0,0.66659,0.66571,4.7203
AUDUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:30:00,SELL,0.6699,0.67032,0.669352,0.67032,loss,-1.0,-42.0,0.67032,0.6699,2.6972
EURUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 00:45:00,SELL,1.17911,1.17984,1.178158,1.17984,loss,-1.0,-73.0,1.17984,1.17911,2.2314
GBPUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:15:00,SELL,1.35068,1.3517,1.34935,1.3517,loss,-1.0,-102.0,1.3517,1.35068,1.5658
NZDUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:30:00,SELL,0.58385,0.58438,0.583159,0.58438,loss,-1.0,-53.0,0.58438,0.58385,2.6406
US30,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:15:00,SELL,48467.2,48484.5,48444.634783,48484.5,loss,-1.0,-17.3,48484.5,48467.2,0.8068
XAGUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:00:00,BUY,71.896,71.687,72.168609,71.687,loss,-1.0,-1045.0,71.896,71.687,1.1434
XAUUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 02:45:00,BUY,4513.998,4500.774,4531.246696,4500.774,loss,-1.0,-1322.4,4513.998,4500.774,1.9611
BTCUSD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:45:00,2025-12-24 02:30:00,BUY,87600.37,87194.37,88129.935217,87194.37,loss,-1.0,-406.0,87600.37,87194.37,1.3547
EURGBP,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:45:00,2025-12-24 01:15:00,BUY,0.87295,0.87272,0.87325,0.87272,loss,-1.0,-23.0,0.87295,0.87272,1.0557
GBPJPY,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:45:00,2025-12-24 07:00:00,SELL,210.731,211.031,210.339696,210.496,timeout,0.7833,23500.0,211.031,210.731,2.199
USDCHF,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:45:00,2025-12-24 01:15:00,SELL,0.78706,0.78762,0.78633,0.78633,win,1.3043,73.04,0.78762,0.78706,2.383
EURJPY,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:45:00,SELL,183.968,184.205,183.65887,183.65887,win,1.3043,30913.04,184.205,183.968,2.9758
USDJPY,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 02:00:00,SELL,155.973,156.28,155.572565,155.572565,win,1.3043,40043.48,156.28,155.973,4.3502
USDCAD,30,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:15:00,2025-12-24 01:45:00,SELL,1.36838,1.36885,1.367767,1.367767,win,1.3043,61.3,1.36885,1.36838,1.6915
BTCUSD,30,1.3043478260869565,2025-12,2025-12-24,2025-12-25 00:30:00,2025-12-25 01:15:00,SELL,87493.6,87683.48,87245.930435,87683.48,loss,-1.0,-189.88,87683.48,87493.6,1.2252
BTCUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 01:15:00,SELL,86881.33,87269.53,86374.982174,87269.53,loss,-1.0,-388.2,87269.53,86881.33,1.8914
EURJPY,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 00:45:00,BUY,184.131,183.944,184.374913,184.374913,win,1.3043,24391.3,184.131,183.944,1.2973
EURUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 06:30:00,BUY,1.17904,1.17764,1.180866,1.17764,loss,-1.0,-140.0,1.17904,1.17764,4.6118
GBPJPY,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 03:45:00,BUY,211.121,210.853,211.470565,210.853,loss,-1.0,-26800.0,211.121,210.853,1.4818
XAGUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 01:00:00,BUY,73.908,73.106,74.954087,74.954087,win,1.3043,5230.43,73.908,73.106,1.9014
XAUUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:30:00,2025-12-26 01:00:00,BUY,4507.248,4492.341,4526.691913,4526.691913,win,1.3043,1944.39,4507.248,4492.341,1.841
EURGBP,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:45:00,2025-12-26 05:15:00,BUY,0.87234,0.87177,0.873083,0.873083,win,1.3043,74.35,0.87234,0.87177,1.3618
NZDUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:45:00,2025-12-26 01:00:00,SELL,0.5834,0.58388,0.582774,0.58388,loss,-1.0,-48.0,0.58388,0.5834,1.9882
USDJPY,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:45:00,2025-12-26 03:45:00,BUY,156.27,156.102,156.48913,156.102,loss,-1.0,-16800.0,156.27,156.102,1.4682
US30,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 02:15:00,SELL,48790.8,48822.7,48749.191304,48749.191304,win,1.3043,41.61,48822.7,48790.8,0.8442
USDCAD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 01:45:00,SELL,1.36695,1.36748,1.366259,1.36748,loss,-1.0,-53.0,1.36748,1.36695,1.5654
USDCHF,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 07:00:00,SELL,0.78782,0.78871,0.786659,0.78871,loss,-1.0,-89.0,0.78871,0.78782,1.4833
GBPUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:15:00,2025-12-26 03:45:00,BUY,1.35185,1.35045,1.353676,1.35045,loss,-1.0,-140.0,1.35185,1.35045,2.4747
AUDUSD,30,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:30:00,2025-12-26 05:00:00,BUY,0.67137,0.67043,0.672596,0.67043,loss,-1.0,-94.0,0.67137,0.67043,3.76
BTCUSD,30,1.3043478260869565,2025-12,2025-12-26,2025-12-27 00:45:00,2025-12-27 07:00:00,BUY,87338.86,87156.98,87576.094783,87475.03,timeout,0.7487,136.17,87338.86,87156.98,1.2505
BTCUSD,30,1.3043478260869565,2025-12,2025-12-27,2025-12-28 00:30:00,2025-12-28 07:00:00,SELL,87642.67,87891.03,87318.722174,87636.06,timeout,0.0266,6.61,87891.03,87642.67,1.9613
AUDUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:45:00,BUY,0.67174,0.67135,0.672249,0.672249,win,1.3043,50.87,0.67174,0.67135,1.0623
BTCUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 00:45:00,BUY,87978.65,87726.26,88307.854348,88307.854348,win,1.3043,329.2,87978.65,87726.26,1.647
EURGBP,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:45:00,BUY,0.87218,0.87183,0.872637,0.87183,loss,-1.0,-35.0,0.87218,0.87183,0.8734
EURUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 03:30:00,BUY,1.17787,1.17712,1.178848,1.17712,loss,-1.0,-75.0,1.17787,1.17712,1.664
GBPUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 04:45:00,BUY,1.35056,1.34963,1.351773,1.34963,loss,-1.0,-93.0,1.35056,1.34963,1.1224
NZDUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:30:00,BUY,0.58317,0.58247,0.584083,0.58247,loss,-1.0,-70.0,0.58317,0.58247,2.3278
US30,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 01:00:00,BUY,48786.7,48768.2,48810.830435,48810.830435,win,1.3043,24.13,48786.7,48768.2,0.6934
USDCAD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:00:00,SELL,1.36675,1.36731,1.36602,1.36602,win,1.3043,73.04,1.36731,1.36675,1.1546
USDCHF,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:15:00,SELL,0.78873,0.78927,0.788026,0.78927,loss,-1.0,-54.0,0.78927,0.78873,0.7426
XAGUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 07:00:00,SELL,75.371,81.87,66.894043,76.566,timeout,-0.1839,-5975.0,81.87,75.371,8.3183
XAUUSD,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 07:00:00,SELL,4482.529,4528.008,4423.208565,4473.428,timeout,0.2001,910.1,4528.008,4482.529,4.9301
EURJPY,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 05:45:00,BUY,184.266,183.798,184.876435,183.798,loss,-1.0,-46800.0,184.266,183.798,4.5374
GBPJPY,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 07:00:00,BUY,211.201,210.707,211.845348,210.707,loss,-1.0,-49400.0,211.201,210.707,3.4667
USDJPY,30,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:15:00,2025-12-29 07:00:00,BUY,156.483,156.052,157.045174,156.205,timeout,-0.645,-27800.0,156.483,156.052,4.8233
AUDUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 01:00:00,SELL,0.66932,0.66962,0.668929,0.66962,loss,-1.0,-30.0,0.66962,0.66932,1.2883
BTCUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 02:45:00,SELL,87079.91,87249.03,86859.318696,86859.318696,win,1.3043,220.59,87249.03,87079.91,1.1297
EURGBP,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 00:45:00,BUY,0.87154,0.87134,0.871801,0.871801,win,1.3043,26.09,0.87154,0.87134,0.7368
EURJPY,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,183.819,183.592,184.115087,183.702,timeout,-0.5154,-11700.0,183.819,183.592,2.0977
GBPJPY,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,210.877,210.635,211.192652,210.74,timeout,-0.5661,-13700.0,210.877,210.635,1.9709
GBPUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 00:45:00,SELL,1.35073,1.35098,1.350404,1.350404,win,1.3043,32.61,1.35098,1.35073,0.4253
NZDUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 02:00:00,SELL,0.58055,0.58089,0.580107,0.58089,loss,-1.0,-34.0,0.58089,0.58055,1.5658
US30,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 00:45:00,BUY,48526.7,48506.2,48553.43913,48506.2,loss,-1.0,-20.5,48526.7,48506.2,0.7327
USDCAD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 00:45:00,BUY,1.36902,1.36872,1.369411,1.369411,win,1.3043,39.13,1.36902,1.36872,0.8519
USDJPY,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,156.114,155.921,156.365739,155.999,timeout,-0.5959,-11500.0,156.114,155.921,2.2976
XAGUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 01:00:00,BUY,73.065,72.148,74.261087,72.148,loss,-1.0,-4585.0,73.065,72.148,1.8395
USDCHF,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:45:00,2025-12-30 04:30:00,BUY,0.78891,0.78835,0.78964,0.78835,loss,-1.0,-56.0,0.78891,0.78835,2.4198
XAUUSD,30,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:45:00,2025-12-30 01:45:00,SELL,4337.988,4350.881,4321.171043,4350.881,loss,-1.0,-1289.3,4350.881,4337.988,1.4406
BTCUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 01:15:00,SELL,88199.1,88408.89,87925.46087,88408.89,loss,-1.0,-209.79,88408.89,88199.1,1.4059
EURGBP,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 02:00:00,BUY,0.87241,0.8721,0.872814,0.8721,loss,-1.0,-31.0,0.87241,0.8721,2.17
EURJPY,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,BUY,183.771,183.636,183.947087,183.789,timeout,0.1333,1800.0,183.771,183.636,2.0499
GBPUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 04:30:00,SELL,1.34631,1.34671,1.345788,1.345788,win,1.3043,52.17,1.34671,1.34631,1.098
NZDUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 00:30:00,SELL,0.57895,0.57914,0.578702,0.578702,win,1.3043,24.78,0.57914,0.57895,0.7893
US30,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 00:45:00,SELL,48416.3,48435.2,48391.647826,48391.647826,win,1.3043,24.65,48435.2,48416.3,0.7015
USDCAD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 01:30:00,BUY,1.36953,1.36928,1.369856,1.36928,loss,-1.0,-25.0,1.36953,1.36928,0.9669
USDJPY,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 04:45:00,BUY,156.447,156.326,156.604826,156.604826,win,1.3043,15782.61,156.447,156.326,2.3111
XAGUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 01:00:00,SELL,74.454,75.387,73.237043,75.387,loss,-1.0,-4665.0,75.387,74.454,1.3278
XAUUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 01:15:00,BUY,4344.195,4332.467,4359.492391,4359.492391,win,1.3043,1529.74,4344.195,4332.467,1.1196
AUDUSD,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 01:15:00,SELL,0.66953,0.66992,0.669021,0.66992,loss,-1.0,-39.0,0.66992,0.66953,1.8571
GBPJPY,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 02:45:00,SELL,210.491,210.639,210.297957,210.639,loss,-1.0,-14800.0,210.639,210.491,1.6444
USDCHF,30,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:15:00,2025-12-31 02:00:00,SELL,0.79163,0.79189,0.791291,0.79189,loss,-1.0,-26.0,0.79189,0.79163,1.456
BTCUSD,30,1.3043478260869565,2026-01,2025-12-31,2026-01-01 00:45:00,2026-01-01 02:15:00,BUY,87676.81,87489.56,87921.04913,87921.04913,win,1.3043,244.24,87676.81,87489.56,1.4101
AUDUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 00:45:00,BUY,0.668,0.66763,0.668483,0.668483,win,1.3043,48.26,0.668,0.66763,1.0951
BTCUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 01:30:00,BUY,88774.64,88471.93,89169.47913,88471.93,loss,-1.0,-302.71,88774.64,88471.93,1.9295
EURGBP,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:45:00,SELL,0.87199,0.87223,0.871677,0.87223,loss,-1.0,-24.0,0.87223,0.87199,0.8077
EURJPY,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 01:30:00,SELL,184.103,184.198,183.979087,184.198,loss,-1.0,-9500.0,184.198,184.103,1.07
GBPUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 01:00:00,BUY,1.34762,1.34711,1.348285,1.348285,win,1.3043,66.52,1.34762,1.34711,0.7353
US30,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:30:00,BUY,48191.7,48159.4,48233.830435,48233.830435,win,1.3043,42.13,48191.7,48159.4,0.6847
USDCAD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 00:45:00,SELL,1.37155,1.37184,1.371172,1.371172,win,1.3043,37.83,1.37184,1.37155,0.6711
EURUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:00:00,BUY,1.1753,1.17495,1.175757,1.175757,win,1.3043,45.65,1.1753,1.17495,1.0
GBPJPY,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:45:00,SELL,211.089,211.214,210.925957,211.214,loss,-1.0,-12500.0,211.214,211.089,0.8438
NZDUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:00:00,BUY,0.57569,0.57506,0.576512,0.576512,win,1.3043,82.17,0.57569,0.57506,1.9557
USDCHF,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:00:00,SELL,0.79175,0.79215,0.791228,0.791228,win,1.3043,52.17,0.79215,0.79175,0.9492
USDJPY,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 04:00:00,SELL,156.641,156.764,156.480565,156.764,loss,-1.0,-12300.0,156.764,156.641,1.269
XAUUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 03:00:00,BUY,4353.298,4341.303,4368.943652,4368.943652,win,1.3043,1564.57,4353.298,4341.303,1.309
XAGUSD,30,1.3043478260869565,2026-01,2026-01-01,2026-01-02 03:00:00,2026-01-02 07:00:00,BUY,73.013,71.944,74.407348,73.883,timeout,0.8138,4350.0,73.013,71.944,2.1599
BTCUSD,30,1.3043478260869565,2026-01,2026-01-02,2026-01-03 00:45:00,2026-01-03 02:45:00,BUY,90093.15,89923.32,90314.667391,90314.667391,win,1.3043,221.52,90093.15,89923.32,0.8445
