month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2025-06,29,29,14,15,-564.8538055190676,348.97242911117814,-61.789924879062376,-9.62,842.4163097511837,0.0,0.0,97714.95543076322,97150.10162524415,0.0,1040.0802642620692,1763.2915941322135,95750.8911466287,Funded,2,
2025-07,34,34,21,13,354.84419803144635,1801.5212053692194,-235.61408990580088,-17.098666666666666,1193.9642507653057,0.0,0.0,97150.10162524415,97504.94582327557,0.0,377.7737979999947,1311.2315247863298,96022.31624311836,Funded,1,
2025-08,28,28,18,10,2524.258225100318,4263.628938109902,-203.40152118367226,-50.20833333333334,1485.7608584925783,0.0,0.0,97504.94582327557,100029.2040483759,0.0,408.3174194211024,1315.1045196581108,96189.84130361746,Funded,2,
2025-09,37,36,20,16,1625.0444874648235,5179.292635002525,-481.3646243025086,-59.84333333333334,3013.0401899018557,228.71315322484588,285.89144153105735,100029.2040483759,101368.35709430966,0.0,1744.1145403427217,2360.986532571027,97498.3622658709,Funded,5,
2025-10,39,40,25,15,7476.399544321059,10747.146817151528,-208.78923302573142,-25.68,3036.2780398047357,5475.805310904538,6844.756638630672,101368.35709430966,102000.0,0.0,418.09739999999874,1785.0870299319795,99731.78626246488,Funded,1,
2025-11,27,27,11,16,-1657.9074374825432,100.96700937811357,-284.47392296377916,-19.259999999999998,1455.140523896878,0.0,0.0,102000.0,100342.09256251746,0.0,2184.5460183970717,2836.5321295081812,98869.73247300524,Funded,2,
2025-12,28,28,17,11,3507.941944262405,6857.37364218336,-290.2928335777675,-8.533333333333335,3050.6055310098523,1885.6395138913533,2357.0493923641916,100342.09256251746,101492.98511441563,0.0,428.9454074074165,2328.9904517799296,98438.64069667408,Funded,3,
2026-01,32,32,20,12,3862.3627365640336,5946.587854508342,-110.41966572689012,-3.18,1970.6254522174183,141.42052458638793,176.7756557329849,101492.98511441563,105178.57219524676,0.0,1121.6581999999908,2383.172605825239,98864.96000048239,Funded,7,
2026-02,35,32,14,18,5881.848917662906,10782.269785664324,-116.98901204677905,-79.98,4703.45185595464,7018.138866879966,8772.673583599957,105178.57219524676,102287.74752930968,0.0,1117.5124967611482,2453.2190765957494,99984.0778792515,Funded,4,
2026-03,34,37,20,17,1809.3881522863244,3661.5514710316484,-121.50583611606172,-2.12,1728.5374826292627,1677.7085452768138,2097.135681596017,102287.74752930968,102000.0,0.0,589.4533235294075,1739.9842595975351,99739.92343441438,Funded,4,
2026-04,35,35,18,17,1719.098505464924,3931.8600907824766,-152.2777827523998,-9.540000000000001,2050.9438025651516,1375.2788043719252,1719.0985054649063,102000.0,102000.0,0.0,711.3720842105395,1888.1455764705897,98683.5292647154,Funded,2,
2026-05,36,36,15,21,-1070.6795013277438,584.7882571867398,-120.54241365556294,0.0,1534.92534485892,0.0,0.0,102000.0,100929.32049867224,0.0,1385.468823529416,1613.058149451288,98688.31407833885,Funded,4,
2026-06,37,35,13,22,1205.0251207461702,6778.924707450297,-360.11619437596556,-3.21,5210.573392328162,869.2316622839194,1086.539577854899,100929.32049867224,101047.80604156348,0.0,3195.5657520954555,4328.204336947922,96864.55706305207,Funded,3,
2026-07,35,37,20,17,9547.055149120764,17322.39648290124,-431.6804615732361,-2.14,7341.52087220724,6875.888952547359,8594.861190684198,101047.80604156348,102000.0,0.0,440.89783063683717,2040.1527368421084,99256.95161039465,Funded,3,
2026-08,36,36,19,17,2625.7699808177094,8251.032397067116,-352.4108173225127,0.0,5272.851598926884,2100.6159846541705,2625.769980817713,102000.0,102000.0,0.0,1786.3036585365771,3315.9556616407936,99912.84895108867,Funded,4,
