month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2025-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2026-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
