case,group,symbol,stage,report,from,to,model,risk_percent,initial_balance,final_balance,net_profit,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe_ratio,recovery_factor,history_quality,analysed_sharpe,analysed_recovery
rr-400,reward-risk,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-rr-400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15243.96,5243.96,52.44,1.13,32.4,24.37,537,1.27,1.49,98%,1.08,1.56
rr-500,reward-risk,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-rr-500.htm,2023.09.01,2025.08.31,1,1.00,10000.0,24822.32,14822.32,148.22,1.28,28.63,14.08,503,2.39,3.66,98%,1.92,3.86
stop-structure,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
stop-atr-050,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-050.htm,2023.09.01,2025.08.31,1,1.00,10000.0,2874.39,-7125.61,-71.26,0.8,35.56,84.82,1302,-5.0,-0.77,98%,-3.23,-0.84
stop-atr-075,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,5876.33,-4123.67,-41.24,0.9,38.94,68.09,1130,-2.91,-0.58,98%,-1.6,-0.58
stop-atr-100,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,7328.25,-2671.75,-26.72,0.94,40.2,50.96,1005,-1.56,-0.51,98%,-0.94,-0.52
stop-atr-125,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-125.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8499.31,-1500.69,-15.01,0.96,42.1,36.29,886,-0.79,-0.41,98%,-0.49,-0.42
stop-atr-150,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14198.59,4198.59,41.99,1.09,43.54,22.59,790,1.66,1.8,98%,1.05,1.87
stop-atr-200,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12551.66,2551.66,25.52,1.07,44.31,20.3,677,1.02,1.22,98%,0.76,1.24
stop-atr-250,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15489.69,5489.69,54.9,1.15,45.74,10.56,599,1.91,3.01,98%,1.55,3.32
stop-atr-300,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-atr-300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15660.28,5660.28,56.6,1.17,46.75,9.95,539,1.9,3.28,98%,1.62,3.53
stop-signal-candle,stop,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-stop-signal-candle.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6147.67,-3852.33,-38.52,0.89,39.98,66.03,983,-2.3,-0.57,98%,-1.68,-0.58
session-all,session,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-session-all.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
session-asia,session,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-session-asia.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11012.92,1012.92,10.13,1.06,45.3,19.83,287,1.14,0.46,98%,0.48,0.5
session-london,session,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-session-london.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10483.99,483.99,4.84,1.04,43.5,18.74,200,0.82,0.24,98%,0.27,0.27
session-new-york,session,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-session-new-york.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13382.77,3382.77,33.83,1.23,47.01,20.25,251,2.71,1.52,98%,1.49,1.67
session-overlap,session,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-session-overlap.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11833.74,1833.74,18.34,1.32,48.57,8.28,105,3.23,1.72,98%,1.3,2.1
timeframe-m5,timeframe,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-timeframe-m5.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18966.52,8966.52,89.67,1.05,43.97,36.69,1701,1.52,0.84,98%,0.97,0.88
timeframe-m15,timeframe,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-timeframe-m15.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
timeframe-m30,timeframe,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-timeframe-m30.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14068.15,4068.15,40.68,1.19,48.48,14.21,363,2.31,2.42,98%,1.46,2.7
timeframe-h1,timeframe,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-timeframe-h1.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14338.68,4338.68,43.39,1.4,53.66,9.82,205,3.45,3.73,98%,2.14,4.12
impulse-075,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14778.73,4778.73,47.79,1.08,45.57,19.44,902,1.22,1.41,98%,1.05,1.44
impulse-100,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,16659.85,6659.85,66.6,1.11,45.49,16.98,864,1.67,2.06,98%,1.39,2.1
impulse-125,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-125.htm,2023.09.01,2025.08.31,1,1.00,10000.0,17727.28,7727.28,77.27,1.15,46.14,25.11,817,1.97,2.96,98%,1.74,3.08
impulse-150,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18732.75,8732.75,87.33,1.17,46.25,12.01,787,2.31,3.6,98%,1.91,3.72
impulse-200,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
impulse-250,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9255.42,-744.58,-7.45,0.97,42.86,33.03,574,-0.41,-0.21,98%,-0.29,-0.22
impulse-300,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-impulse-300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10668.61,668.61,6.69,1.03,44.04,23.94,470,0.42,0.25,98%,0.26,0.27
tolerance-005,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-005.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13483.65,3483.65,34.84,1.09,45.62,20.85,651,1.32,1.45,98%,1.04,1.5
tolerance-010,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-010.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13042.17,3042.17,30.42,1.08,44.99,20.77,669,1.15,1.22,98%,0.89,1.29
tolerance-015,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-015.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12779.48,2779.48,27.79,1.07,44.64,20.46,672,1.07,1.12,98%,0.8,1.19
tolerance-020,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
tolerance-025,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-025.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11228.3,1228.3,12.28,1.03,43.6,23.93,688,0.5,0.47,98%,0.37,0.49
tolerance-030,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-030.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12831.21,2831.21,28.31,1.07,44.68,24.1,696,1.08,1.12,98%,0.81,1.14
tolerance-040,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-tolerance-040.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13328.56,3328.56,33.29,1.09,45.43,21.21,667,1.25,1.46,98%,0.97,1.5
buffer-000,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-buffer-000.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10332.51,332.51,3.33,1.01,43.26,33.38,705,0.14,0.09,98%,0.11,0.09
buffer-002,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-buffer-002.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12616.4,2616.4,26.16,1.07,44.78,31.06,690,1.02,0.76,98%,0.78,0.78
buffer-005,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-buffer-005.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
buffer-010,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-buffer-010.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13221.46,3221.46,32.21,1.08,45.25,22.35,663,1.21,1.24,98%,0.92,1.33
buffer-020,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-buffer-020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13355.8,3355.8,33.56,1.09,45.15,19.86,629,1.26,1.28,98%,0.94,1.39
long-only,direction,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-long-only.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11807.12,1807.12,18.07,1.05,44.3,24.85,675,0.73,0.68,98%,0.55,0.7
short-only,direction,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-short-only.htm,2023.09.01,2025.08.31,1,1.00,10000.0,7274.43,-2725.57,-27.26,0.9,41.21,38.95,529,-1.94,-0.64,98%,-1.11,-0.68
expiry-2,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-expiry-2.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12730.52,2730.52,27.31,1.07,45.37,23.86,648,1.13,0.89,98%,0.8,0.94
expiry-4,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-expiry-4.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10943.28,943.28,9.43,1.03,44.02,28.11,677,0.41,0.31,98%,0.31,0.32
expiry-8,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-expiry-8.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
expiry-12,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-expiry-12.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13583.41,3583.41,35.83,1.08,44.91,21.43,697,1.32,1.26,98%,0.95,1.33
expiry-16,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-expiry-16.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13620.79,3620.79,36.21,1.08,44.68,21.27,705,1.31,1.25,98%,0.94,1.33
window-tight,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-window-tight.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10453.99,453.99,4.54,1.01,43.92,26.62,715,0.19,0.15,98%,0.14,0.16
window-wide,signal,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-window-wide.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11837.78,1837.78,18.38,1.05,43.97,29.5,696,0.7,0.61,98%,0.59,0.65
