symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
BTCUSD,60,1.3043478260869565,2025-12,2025-12-20,2025-12-21 01:00:00,2025-12-21 01:30:00,SELL,88259.08,88398.24,88077.566957,88077.566957,win,1.3043,181.51,88398.24,88259.08,1.4834
AUDUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 04:45:00,BUY,0.66173,0.66102,0.662656,0.662656,win,1.3043,92.61,0.66173,0.66102,1.8442
BTCUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,SELL,88573.72,89597.66,87238.146087,89113.3,timeout,-0.527,-539.58,89597.66,88573.72,5.807
EURGBP,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,SELL,0.87473,0.87531,0.873973,0.8745,timeout,0.3966,23.0,0.87531,0.87473,2.1201
EURJPY,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 01:45:00,SELL,184.481,184.635,184.28013,184.28013,win,1.3043,20086.96,184.635,184.481,1.6713
EURUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,BUY,1.17158,1.17092,1.172441,1.1716,timeout,0.0303,2.0,1.17158,1.17092,1.3812
GBPUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,BUY,1.33902,1.33782,1.340585,1.33965,timeout,0.525,63.0,1.33902,1.33782,1.6169
NZDUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,BUY,0.5764,0.57553,0.577535,0.57713,timeout,0.8391,73.0,0.5764,0.57553,2.1634
US30,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,SELL,48227.2,48285.7,48150.895652,48238.7,timeout,-0.1966,-11.5,48285.7,48227.2,1.3096
USDCHF,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 07:00:00,SELL,0.79449,0.79547,0.793212,0.79499,timeout,-0.5102,-50.0,0.79547,0.79449,1.4978
USDJPY,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 01:45:00,SELL,157.506,157.657,157.309043,157.309043,win,1.3043,19695.65,157.657,157.506,1.2835
XAGUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 01:00:00,BUY,67.552,67.371,67.788087,67.788087,win,1.3043,1180.43,67.552,67.371,1.1808
XAUUSD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:00:00,2025-12-22 01:30:00,BUY,4366.38,4355.314,4380.813913,4380.813913,win,1.3043,1443.39,4366.38,4355.314,2.6397
USDCAD,60,1.3043478260869565,2025-12,2025-12-21,2025-12-22 01:45:00,2025-12-22 07:00:00,BUY,1.37975,1.37899,1.380741,1.37899,loss,-1.0,-76.0,1.37975,1.37899,1.1118
AUDUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 01:30:00,SELL,0.66571,0.66659,0.664562,0.66659,loss,-1.0,-88.0,0.66659,0.66571,4.7203
EURGBP,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 03:00:00,BUY,0.87351,0.87313,0.874006,0.87313,loss,-1.0,-38.0,0.87351,0.87313,2.1626
EURJPY,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 04:00:00,SELL,184.255,184.552,183.867609,183.867609,win,1.3043,38739.13,184.552,184.255,4.033
EURUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 02:45:00,BUY,1.177,1.17624,1.177991,1.177991,win,1.3043,99.13,1.177,1.17624,2.6015
GBPJPY,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 04:00:00,SELL,210.917,211.298,210.420043,210.420043,win,1.3043,49695.65,211.298,210.917,4.0874
US30,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 02:00:00,BUY,48418.5,48404.3,48437.021739,48437.021739,win,1.3043,18.52,48418.5,48404.3,0.7279
USDCHF,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 02:00:00,SELL,0.79088,0.7915,0.790071,0.790071,win,1.3043,80.87,0.7915,0.79088,3.6624
USDJPY,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 04:00:00,SELL,156.598,156.923,156.174087,156.174087,win,1.3043,42391.3,156.923,156.598,4.5867
XAGUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 01:00:00,BUY,69.217,68.992,69.510478,69.510478,win,1.3043,1467.39,69.217,68.992,1.8529
XAUUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:00:00,2025-12-23 01:45:00,BUY,4470.611,4458.105,4486.923174,4486.923174,win,1.3043,1631.22,4470.611,4458.105,2.3524
USDCAD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:15:00,2025-12-23 04:15:00,SELL,1.3742,1.37491,1.373274,1.373274,win,1.3043,92.61,1.37491,1.3742,2.2746
BTCUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:30:00,2025-12-23 03:00:00,SELL,88435.06,88888.36,87843.79913,87843.79913,win,1.3043,591.26,88888.36,88435.06,1.8959
GBPUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:30:00,2025-12-23 03:00:00,BUY,1.34758,1.34673,1.348689,1.348689,win,1.3043,110.87,1.34758,1.34673,2.474
NZDUSD,60,1.3043478260869565,2025-12,2025-12-22,2025-12-23 01:30:00,2025-12-23 07:00:00,BUY,0.58068,0.5794,0.58235,0.58159,timeout,0.7109,91.0,0.58068,0.5794,6.0134
AUDUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:30:00,SELL,0.66986,0.67032,0.66926,0.67032,loss,-1.0,-46.0,0.67032,0.66986,2.9541
BTCUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 02:30:00,BUY,87619.08,87194.37,88173.049565,87194.37,loss,-1.0,-424.71,87619.08,87194.37,1.4172
EURGBP,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:15:00,BUY,0.87303,0.87272,0.873434,0.87272,loss,-1.0,-31.0,0.87303,0.87272,1.423
EURJPY,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:45:00,SELL,183.968,184.205,183.65887,183.65887,win,1.3043,30913.04,184.205,183.968,2.9758
EURUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 03:15:00,BUY,1.17987,1.17899,1.181018,1.17899,loss,-1.0,-88.0,1.17987,1.17899,2.69
GBPJPY,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 07:00:00,SELL,210.72,211.031,210.314348,210.496,timeout,0.7203,22400.0,211.031,210.72,2.2796
NZDUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:30:00,SELL,0.58365,0.58438,0.582698,0.58438,loss,-1.0,-73.0,0.58438,0.58365,3.637
US30,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 01:15:00,SELL,48466.4,48484.5,48442.791304,48484.5,loss,-1.0,-18.1,48484.5,48466.4,0.8441
USDCHF,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 03:15:00,SELL,0.78687,0.78762,0.785892,0.78762,loss,-1.0,-75.0,0.78762,0.78687,3.1915
USDJPY,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 02:00:00,SELL,155.973,156.28,155.572565,155.572565,win,1.3043,40043.48,156.28,155.973,4.3502
XAUUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:00:00,2025-12-24 02:45:00,BUY,4518.02,4500.774,4540.514783,4500.774,loss,-1.0,-1724.6,4518.02,4500.774,2.5576
GBPUSD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:15:00,2025-12-24 01:45:00,BUY,1.3517,1.35066,1.353057,1.353057,win,1.3043,135.65,1.3517,1.35066,1.5965
USDCAD,60,1.3043478260869565,2025-12,2025-12-23,2025-12-24 01:15:00,2025-12-24 01:45:00,SELL,1.36838,1.36885,1.367767,1.367767,win,1.3043,61.3,1.36885,1.36838,1.6915
BTCUSD,60,1.3043478260869565,2025-12,2025-12-24,2025-12-25 01:15:00,2025-12-25 07:00:00,BUY,87683.48,87439.05,88002.301739,87750.01,timeout,0.2722,66.53,87683.48,87439.05,1.5772
NZDUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 03:15:00,BUY,0.58388,0.58326,0.584689,0.58326,loss,-1.0,-62.0,0.58388,0.58326,2.568
US30,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 02:15:00,SELL,48790.8,48822.7,48749.191304,48749.191304,win,1.3043,41.61,48822.7,48790.8,0.8442
USDCAD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 01:45:00,SELL,1.36695,1.36748,1.366259,1.36748,loss,-1.0,-53.0,1.36748,1.36695,1.5654
USDCHF,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 07:00:00,SELL,0.78782,0.78871,0.786659,0.78871,loss,-1.0,-89.0,0.78871,0.78782,1.4833
XAGUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 07:00:00,BUY,74.26,73.106,75.765217,74.774,timeout,0.4454,2570.0,74.26,73.106,2.736
XAUUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:00:00,2025-12-26 02:30:00,BUY,4518.041,4492.341,4551.562739,4492.341,loss,-1.0,-2570.0,4518.041,4492.341,3.1739
BTCUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:15:00,2025-12-26 02:00:00,BUY,87269.53,86816.73,87860.138696,87860.138696,win,1.3043,590.61,87269.53,86816.73,2.2062
GBPUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:15:00,2025-12-26 03:45:00,BUY,1.35185,1.35045,1.353676,1.35045,loss,-1.0,-140.0,1.35185,1.35045,2.4747
AUDUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 01:30:00,2025-12-26 05:00:00,BUY,0.67137,0.67043,0.672596,0.67043,loss,-1.0,-94.0,0.67137,0.67043,3.76
EURUSD,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 02:30:00,2025-12-26 06:30:00,BUY,1.17918,1.17764,1.181189,1.17764,loss,-1.0,-154.0,1.17918,1.17764,5.0729
EURGBP,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 03:00:00,2025-12-26 05:15:00,BUY,0.87241,0.87177,0.873245,0.873245,win,1.3043,83.48,0.87241,0.87177,1.529
EURJPY,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 03:45:00,2025-12-26 07:00:00,SELL,183.944,184.423,183.319217,183.988,timeout,-0.0919,-4400.0,184.423,183.944,3.3231
GBPJPY,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 03:45:00,2025-12-26 07:00:00,SELL,210.853,211.408,210.129087,210.716,timeout,0.2468,13700.0,211.408,210.853,3.0687
USDJPY,60,1.3043478260869565,2025-12,2025-12-25,2025-12-26 03:45:00,2025-12-26 07:00:00,SELL,156.102,156.489,155.597217,156.245,timeout,-0.3695,-14300.0,156.489,156.102,3.382
BTCUSD,60,1.3043478260869565,2025-12,2025-12-26,2025-12-27 01:30:00,2025-12-27 07:00:00,BUY,87343.06,87156.98,87585.773043,87475.03,timeout,0.7092,131.97,87343.06,87156.98,1.2794
BTCUSD,60,1.3043478260869565,2025-12,2025-12-27,2025-12-28 04:00:00,2025-12-28 07:00:00,SELL,87641.86,87891.03,87316.855652,87636.06,timeout,0.0233,5.8,87891.03,87641.86,1.9677
AUDUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:00:00,2025-12-29 03:30:00,BUY,0.67183,0.67135,0.672456,0.672456,win,1.3043,62.61,0.67183,0.67135,1.3074
GBPUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:00:00,2025-12-29 04:45:00,BUY,1.35078,1.34963,1.35228,1.34963,loss,-1.0,-115.0,1.35078,1.34963,1.3879
US30,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:00:00,2025-12-29 01:45:00,BUY,48804.5,48768.2,48851.847826,48768.2,loss,-1.0,-36.3,48804.5,48768.2,1.3606
USDCAD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:00:00,2025-12-29 05:45:00,SELL,1.36655,1.36731,1.365559,1.36731,loss,-1.0,-76.0,1.36731,1.36655,1.567
USDCHF,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:00:00,2025-12-29 02:15:00,SELL,0.78826,0.78927,0.786943,0.78927,loss,-1.0,-101.0,0.78927,0.78826,1.389
EURUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:15:00,2025-12-29 03:30:00,BUY,1.17835,1.17712,1.179954,1.17712,loss,-1.0,-123.0,1.17835,1.17712,2.729
BTCUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 01:30:00,2025-12-29 02:15:00,BUY,88374.62,87726.26,89220.306957,89220.306957,win,1.3043,845.69,88374.62,87726.26,4.231
EURJPY,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 05:45:00,BUY,184.266,183.798,184.876435,183.798,loss,-1.0,-46800.0,184.266,183.798,4.5374
GBPJPY,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 07:00:00,BUY,211.201,210.707,211.845348,210.707,loss,-1.0,-49400.0,211.201,210.707,3.4667
USDJPY,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:15:00,2025-12-29 07:00:00,BUY,156.483,156.052,157.045174,156.205,timeout,-0.645,-27800.0,156.483,156.052,4.8233
NZDUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:30:00,2025-12-29 02:45:00,SELL,0.58247,0.58323,0.581479,0.58323,loss,-1.0,-76.0,0.58323,0.58247,2.5273
EURGBP,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:45:00,2025-12-29 07:00:00,SELL,0.87183,0.87255,0.870891,0.87227,timeout,-0.6111,-44.0,0.87255,0.87183,1.7968
XAUUSD,60,1.3043478260869565,2025-12,2025-12-28,2025-12-29 06:45:00,2025-12-29 07:00:00,SELL,4472.266,4528.008,4399.559043,4473.428,timeout,-0.0208,-116.2,4528.008,4472.266,6.0426
EURGBP,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 05:15:00,BUY,0.87198,0.87134,0.872815,0.87134,loss,-1.0,-64.0,0.87198,0.87134,2.3579
EURUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 02:00:00,SELL,1.17711,1.17749,1.176614,1.17749,loss,-1.0,-38.0,1.17749,1.17711,1.0924
GBPUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 02:00:00,SELL,1.34995,1.35098,1.348607,1.35098,loss,-1.0,-103.0,1.35098,1.34995,1.7521
NZDUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 02:00:00,SELL,0.58033,0.58089,0.5796,0.58089,loss,-1.0,-56.0,0.58089,0.58033,2.5789
US30,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 03:30:00,SELL,48503.4,48528.5,48470.66087,48528.5,loss,-1.0,-25.1,48528.5,48503.4,0.8971
USDCHF,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 04:30:00,BUY,0.78898,0.78835,0.789802,0.78835,loss,-1.0,-63.0,0.78898,0.78835,2.7222
USDJPY,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 07:00:00,BUY,156.324,155.921,156.849652,155.999,timeout,-0.8065,-32500.0,156.324,155.921,4.7976
XAGUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 01:15:00,SELL,72.148,73.125,70.873652,73.125,loss,-1.0,-4885.0,73.125,72.148,1.9599
XAUUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:00:00,2025-12-30 01:45:00,SELL,4334.479,4350.881,4313.085087,4350.881,loss,-1.0,-1640.2,4350.881,4334.479,1.8326
USDCAD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 01:30:00,2025-12-30 07:00:00,SELL,1.36872,1.36949,1.367716,1.36845,timeout,0.3506,27.0,1.36949,1.36872,2.1866
BTCUSD,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 02:00:00,2025-12-30 03:45:00,SELL,86987.73,87249.03,86646.903913,87249.03,loss,-1.0,-261.3,87249.03,86987.73,1.7454
GBPJPY,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 02:00:00,2025-12-30 07:00:00,BUY,211.057,210.635,211.607435,210.74,timeout,-0.7512,-31700.0,211.057,210.635,3.4369
EURJPY,60,1.3043478260869565,2025-12,2025-12-29,2025-12-30 02:45:00,2025-12-30 07:00:00,BUY,184.076,183.592,184.707304,183.702,timeout,-0.7727,-37400.0,184.076,183.592,4.4726
AUDUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 01:15:00,SELL,0.66942,0.66992,0.668768,0.66992,loss,-1.0,-50.0,0.66992,0.66942,2.381
BTCUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 01:15:00,SELL,88135.92,88408.89,87779.872174,88408.89,loss,-1.0,-272.97,88408.89,88135.92,1.8293
EURUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 01:45:00,BUY,1.17476,1.17438,1.175256,1.17438,loss,-1.0,-38.0,1.17476,1.17438,1.4111
NZDUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 02:15:00,SELL,0.57847,0.57914,0.577596,0.577596,win,1.3043,87.39,0.57914,0.57847,2.7834
US30,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 07:00:00,SELL,48377.4,48435.2,48302.008696,48365.2,timeout,0.2111,12.2,48435.2,48377.4,2.1453
XAGUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 02:45:00,BUY,75.387,74.226,76.901348,74.226,loss,-1.0,-5805.0,75.387,74.226,1.6523
XAUUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:00:00,2025-12-31 01:30:00,BUY,4346.922,4332.467,4365.776348,4365.776348,win,1.3043,1885.43,4346.922,4332.467,1.3799
USDCHF,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:15:00,2025-12-31 02:00:00,SELL,0.79163,0.79189,0.791291,0.79189,loss,-1.0,-26.0,0.79189,0.79163,1.456
USDCAD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 01:30:00,2025-12-31 02:00:00,SELL,1.36928,1.36984,1.36855,1.36984,loss,-1.0,-56.0,1.36984,1.36928,2.1657
EURGBP,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 02:00:00,2025-12-31 07:00:00,SELL,0.8721,0.8726,0.871448,0.87216,timeout,-0.12,-6.0,0.8726,0.8721,3.5
USDJPY,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 02:00:00,2025-12-31 06:15:00,BUY,156.463,156.326,156.641696,156.641696,win,1.3043,17869.57,156.463,156.326,2.6166
GBPJPY,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 02:45:00,2025-12-31 07:00:00,BUY,210.639,210.49,210.833348,210.702,timeout,0.4228,6300.0,210.639,210.49,1.6556
EURJPY,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 04:00:00,2025-12-31 07:00:00,BUY,183.774,183.636,183.954,183.789,timeout,0.1087,1500.0,183.774,183.636,2.0954
GBPUSD,60,1.3043478260869565,2025-12,2025-12-30,2025-12-31 04:30:00,2025-12-31 07:00:00,SELL,1.34579,1.34671,1.34459,1.34524,timeout,0.5978,55.0,1.34671,1.34579,2.5255
BTCUSD,60,1.3043478260869565,2026-01,2025-12-31,2026-01-01 01:00:00,2026-01-01 04:00:00,BUY,87701.84,87489.56,87978.726957,87489.56,loss,-1.0,-212.28,87701.84,87489.56,1.5985
AUDUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 03:15:00,BUY,0.66867,0.66763,0.670027,0.670027,win,1.3043,135.65,0.66867,0.66763,3.0782
EURUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 03:45:00,BUY,1.17559,1.17495,1.176425,1.176425,win,1.3043,83.48,1.17559,1.17495,1.8286
GBPJPY,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 01:45:00,SELL,211.031,211.214,210.792304,211.214,loss,-1.0,-18300.0,211.214,211.031,1.2353
GBPUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 05:45:00,BUY,1.34826,1.34711,1.34976,1.34711,loss,-1.0,-115.0,1.34826,1.34711,1.6581
NZDUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 07:00:00,BUY,0.57633,0.57506,0.577987,0.57576,timeout,-0.4488,-57.0,0.57633,0.57506,3.9424
US30,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 03:30:00,BUY,48191.7,48159.4,48233.830435,48233.830435,win,1.3043,42.13,48191.7,48159.4,0.6847
USDCAD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 07:00:00,SELL,1.37106,1.37184,1.370043,1.37091,timeout,0.1923,15.0,1.37184,1.37106,1.805
USDCHF,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 05:45:00,SELL,0.79148,0.79215,0.790606,0.79215,loss,-1.0,-67.0,0.79215,0.79148,1.5898
USDJPY,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:00:00,2026-01-02 04:00:00,SELL,156.536,156.764,156.238609,156.764,loss,-1.0,-22800.0,156.764,156.536,2.3522
BTCUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:30:00,2026-01-02 03:00:00,SELL,88471.93,88791.57,88055.008261,88791.57,loss,-1.0,-319.64,88791.57,88471.93,2.0375
EURJPY,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 01:30:00,2026-01-02 07:00:00,BUY,184.198,184.015,184.436696,184.276,timeout,0.4262,7800.0,184.198,184.015,2.0611
EURGBP,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 02:00:00,2026-01-02 03:45:00,SELL,0.8719,0.87223,0.87147,0.87223,loss,-1.0,-33.0,0.87223,0.8719,1.1106
XAUUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 02:45:00,2026-01-02 03:45:00,BUY,4356.206,4341.303,4375.644696,4375.644696,win,1.3043,1943.87,4356.206,4341.303,1.6263
XAGUSD,60,1.3043478260869565,2026-01,2026-01-01,2026-01-02 03:00:00,2026-01-02 07:00:00,BUY,73.013,71.944,74.407348,73.883,timeout,0.8138,4350.0,73.013,71.944,2.1599
BTCUSD,60,1.3043478260869565,2026-01,2026-01-02,2026-01-03 01:00:00,2026-01-03 05:30:00,BUY,90156.99,89923.32,90461.776957,89923.32,loss,-1.0,-233.67,90156.99,89923.32,1.1619
BTCUSD,60,1.3043478260869565,2026-01,2026-01-03,2026-01-04 06:00:00,2026-01-04 07:00:00,BUY,91585.66,90581.29,92895.707826,91279.93,timeout,-0.3044,-305.73,91585.66,90581.29,6.8406
